eps1	q	p	epsv
24.92783145	308.5691041	254.2845521	-7.759789266
24.98094729	307.4915488	253.7457744	-7.761629496
25.03406313	308.1495953	254.0747977	-7.764849898
25.08717897	308.0170628	254.0085314	-7.765770013
25.14029481	308.9408586	254.4704293	-7.768070301
25.19341065	309.7584061	254.8792031	-7.769450473
25.24652649	309.770038	254.885019	-7.772210818
25.29964233	309.519454	254.759727	-7.774051048
25.35275818	310.0542785	255.0271393	-7.776351335
25.40587402	310.3351174	255.1675587	-7.77911168
25.45898986	310.2646258	255.1323129	-7.781411967
25.5121057	309.380205	254.6901025	-7.78279214
25.56522154	309.1417636	254.5708818	-7.784632369
25.61833738	309.1478975	254.5739488	-7.786472599
25.67145322	309.1398486	254.5699243	-7.788772887
25.72456906	309.8693456	254.9346728	-7.789232944
25.7776849	308.9703511	254.4851756	-7.791993289
25.83080074	309.0615122	254.5307561	-7.794293576
25.88391658	309.8394398	254.9197199	-7.796593863
25.93703243	309.8430942	254.9215471	-7.798434093
25.99014827	310.0433981	255.0216991	-7.801194438
26.04326411	309.8970127	254.9485064	-7.800734381
26.09637995	309.8396105	254.9198053	-7.803954783
26.14949579	310.8090071	255.4045036	-7.807175185
26.20261163	310.7121057	255.3560529	-7.808555358
26.25572747	311.4128197	255.7064099	-7.811315702
26.30884331	310.9112605	255.4556303	-7.812695875
26.36195915	311.208054	255.604027	-7.814996162
26.41507499	311.5386246	255.7693123	-7.818216564
26.46819083	311.6297948	255.8148974	-7.818216564
26.52130667	311.7483522	255.8741761	-7.821436967
26.57442252	311.1313831	255.5656916	-7.824197311
26.62753836	311.1470038	255.5735019	-7.826497599
26.6806542	311.7457062	255.8728531	-7.827877771
26.73377004	311.622164	255.811082	-7.828797886
26.78688588	310.8334908	255.4167454	-7.829257944
26.84000172	310.9685986	255.4842993	-7.832478346
26.89311756	311.5260429	255.7630215	-7.834318576
26.9462334	311.7349427	255.8674714	-7.83707892
26.99934924	311.2389625	255.6194813	-7.836618863
27.05246508	310.9492225	255.4746113	-7.839379208
27.10558092	310.9359654	255.4679827	-7.842139553
27.15869676	311.844314	255.922157	-7.84443984
27.21181261	311.9064925	255.9532463	-7.843979782
27.26492845	311.6333267	255.8166634	-7.844899897
27.31804429	311.2923503	255.6461752	-7.8481203
27.37116013	311.0989196	255.5494598	-7.849040415
27.42427597	310.2782767	255.1391384	-7.849040415
27.47739181	310.1117922	255.0558961	-7.851340702
27.53050765	310.305953	255.1529765	-7.851340702
27.58362349	310.7958009	255.3979005	-7.852260817
27.63673933	311.7879395	255.8939698	-7.854101047
27.68985517	311.7587894	255.8793947	-7.854561104
27.74297101	311.3911	255.69555	-7.854101047
27.79608686	311.5954263	255.7977132	-7.853640989
27.8492027	312.0356104	256.0178052	-7.855481219
27.90231854	312.790632	256.395316	-7.857321449
27.95543438	312.1677511	256.0838756	-7.858701621
28.00855022	312.461252	256.230626	-7.860081794
28.06166606	312.9937088	256.4968544	-7.862382081
28.1147819	313.2336236	256.6168118	-7.862842138
28.16789774	312.7803278	256.3901639	-7.864222311
28.22101358	312.9394117	256.4697059	-7.865142426
28.27412942	313.0012369	256.5006185	-7.866062541
28.32724526	313.3571294	256.6785647	-7.867442713
28.3803611	313.425188	256.712594	-7.863762253
28.43347695	313.8050177	256.9025089	-7.868822886
28.48659279	312.5419952	256.2709976	-7.868822886
28.53970863	313.1185002	256.5592501	-7.870203058
28.59282447	313.7298723	256.8649362	-7.87158323
28.64594031	314.4301237	257.2150619	-7.872963403
28.69905615	314.0705853	257.0352927	-7.874803633
28.75217199	314.1746771	257.0873386	-7.876183805
28.80528783	314.037746	257.018873	-7.875723748
28.85840367	314.5544703	257.2772352	-7.87710392
28.91151951	314.6815716	257.3407858	-7.876183805
28.96463535	314.8492922	257.4246461	-7.877563977
29.01775119	314.9353831	257.4676916	-7.878024035
29.07086704	315.5447947	257.7723974	-7.87710392
29.12398288	314.8129912	257.4064956	-7.87710392
29.17709872	314.9515458	257.4757729	-7.877563977
29.23021456	315.002808	257.501404	-7.87710392
29.2833304	314.5830739	257.291537	-7.876643862
29.33644624	315.3976149	257.6988075	-7.877563977
29.38956208	315.7393594	257.8696797	-7.87894415
29.44267792	315.3389148	257.6694574	-7.875723748
29.49579376	316.0074524	258.0037262	-7.876643862
29.5489096	316.7339508	258.3669754	-7.877563977
29.60202544	316.5288505	258.2644253	-7.876183805
29.65514129	316.5940896	258.2970448	-7.877563977
