0;97.11;0;0
-0.000322084;97.16722939;0.024688165;-0.049
-0.000964275;97.07722944;0.024688324;0.041
-0.00016203;97.07037332;0.052119953;0.057
0.00160449;97.2189749;0.128924701;-0.066
0.004657367;97.32729746;0.726892367;0.025
0.01043906;97.25351193;0.751535803;0.107
0.01846941;97.3050037;0.83101111;0.082
0.02955067;97.24034093;0.883022804;0.164
0.04256047;97.27275432;0.932262959;0.148
0.05749684;97.27088617;1.2446585;0.254
0.07195108;98.5921846;5.553553791;0.369
0.08351447;99.53892033;9.107760981;0.607
0.09234904;100.2476272;11.67488149;0.754
0.09941512;100.7223336;13.54300085;0.902
0.1051968;100.2246639;12.76399171;1.14
0.1101763;100.1754518;12.76335546;1.189
0.1141914;100.5917992;13.56839754;1.041
0.1162781;100.6759831;13.74894921;1.017
0.1162781;100.4694971;13.66949135;1.197
0.1149937;100.4949088;13.72172639;1.189
0.1113006;100.3918689;13.41260665;1.189
0.105679;100.2437075;12.92012246;1.173
0.09829079;99.93731161;12.24693483;1.255
0.0897783;99.46868077;10.25004232;1.058
0.08110576;98.49333355;7.447000644;1.099
0.071629;97.60417059;4.410511772;0.976
0.06295645;96.78367433;1.505022989;0.828
0.05428391;96.07859829;-1.324205138;0.59
0.04561137;95.66875465;-2.70073606;0.541
0.03533236;95.91405019;-2.234849432;0.451
0.02312678;95.89718291;-2.753451281;0.295
0.01011698;95.87460729;-3.091178136;0.205
-0.004497313;95.88847909;-3.220562723;0.148
-0.01991582;95.91841499;-3.352755042;0.074
-0.03453209;94.88341803;-6.703745922;-0.008
-0.04705778;93.92063548;-10.13509357;-0.189
-0.0566946;93.31797273;-12.70508182;-0.443
-0.0645649;92.7710982;-14.78670541;-0.59
-0.07050665;92.48931124;-16.32206628;-0.82
-0.07404166;92.16746599;-17.33560203;-0.836
-0.07596824;92.08895222;-17.64614333;-0.861
-0.07661042;92.20391448;-17.64625656;-0.976
-0.07548609;92.18237466;-17.46487601;-0.894
-0.07259525;92.35209222;-17.12672333;-0.951
-0.06825799;92.37511913;-16.76364261;-0.853
-0.0618341;92.58778275;-16.32065174;-0.918
