0	102.914	0	0
0.000153589	102.84	0	0.074
0.001695167	102.8735226	0.025567881	0.049
0.005239089	103.2519492	1.211847486	0.066
0.01048008	103.944836	3.461508022	0.123
0.01818607	104.855786	6.122358047	0.099
0.02928239	105.7821934	9.219580206	0.205
0.04376905	107.1832886	13.81586586	0.336
0.06072262	108.9284782	19.57043457	0.509
0.07798526	110.2912198	24.88865928	0.919
0.09447616	111.4420054	29.81701623	1.411
0.1098881	112.3880232	34.6470695	2.075
0.1237586	112.6825459	37.35163755	2.682
0.1357802	112.6830412	39.88512346	3.526
0.1447187	112.5870747	41.93422418	4.305
0.1514994	112.136652	43.18995615	5.174
0.155506	111.461739	43.50221713	5.953
0.1567404	110.5785613	43.09068403	6.699
0.1551988	109.592111	42.07533295	7.347
0.1508831	108.5748663	40.89259887	7.97
0.1430235	107.4651937	38.81758101	8.388
0.1334669	105.3460928	34.05927828	8.921
0.1226796	103.4884936	29.37448065	9.217
0.1098881	101.8904586	25.24337572	9.438
0.09617133	99.76780965	19.46642894	9.635
0.08122011	98.21343132	14.65629396	9.586
0.06488469	96.50567625	9.482028737	9.569
0.0470058	94.84741551	3.943246526	9.381
0.02881973	93.21975137	-1.014745893	9.356
0.009554749	91.65698552	-6.24304344	9.176
-0.009710235	90.29023853	-11.1562844	8.905
-0.02928239	89.09944309	-15.61367073	8.61
-0.04916363	88.12600516	-19.39498453	8.323
-0.06889128	88.01621444	-20.53735669	8.052
-0.09093034	88.17199133	-20.80802601	7.806
-0.1149736	88.15574244	-21.27377269	7.667
-0.1380916	87.01835919	-25.30092242	7.462
-0.1587446	86.64880154	-27.19859537	7.199
-0.1778541	86.15487373	-28.8993788	7.126
-0.1941914	85.85608723	-30.0927383	7.027
-0.2075992	85.6042952	-31.01911441	6.97
-0.2179256	85.35980443	-31.6295867	7.011
-0.2248618	85.17915785	-31.70352644	7.167
-0.2277895	85.13745607	-31.48663178	7.281
-0.2271732	85.0854226	-30.90473219	7.527
-0.2217786	85.20478387	-30.12664839	7.667
-0.2120684	84.08948367	-29.53954899	7.978
-0.1974282	84.39323065	-27.83930804	8.241
-0.1795493	85.65975706	-23.15472881	8.536
-0.1604398	86.98067374	-17.96197879	8.946
-0.1400959	88.9441372	-13.47258839	9.479
-0.1171315	89.33899261	-10.34402218	10.127
-0.09123942	89.065616	-9.640152013	10.635
-0.06134077	90.12065921	-4.408022375	11.324
-0.03159571	91.72607645	2.253229345	11.939
-0.004162071	93.53779571	9.974387136	12.701
0.02080656	94.81226212	16.60278635	13.636
0.04392454	95.68197517	22.0169255	14.571
0.06457562	96.66453805	27.81761415	15.522
0.08229902	97.2183821	32.55414629	16.547
0.09725025	97.52999883	36.4649965	17.539
0.1100417	97.45306713	39.50720139	18.63
0.1194429	97.3317782	41.87333461	19.54
0.1263772	96.856757	43.05527099	20.409
0.1300766	96.18943224	43.51329671	21.229
0.1313091	95.24839155	43.15017466	22.049
0.1297694	94.43371433	42.37714298	22.606
0.1251446	93.48842175	41.31426525	23.197
0.1160526	91.85340588	37.95721764	23.713
0.1061887	90.28442373	34.40827118	24.099
0.09324176	88.24247174	29.02041522	24.345
0.07952494	86.52542324	24.21126971	24.459
0.06395937	84.75065831	19.18397492	24.558
0.04669862	82.92122697	13.57268092	24.517
0.02804989	81.20597988	8.204939652	24.443
0.007705993	79.4503563	2.398068906	24.263
-0.01356323	77.73560554	-3.388183382	24.049
-0.03513963	76.10240999	-9.391770038	23.681
-0.05702511	74.61378523	-14.7456443	23.385
-0.07906418	73.57821945	-19.22934164	22.926
-0.1035682	73.6545195	-20.15544149	22.541
-0.1310019	74.21653778	-19.77438665	22.106
-0.1592054	72.98469546	-24.87091362	21.639
-0.1863318	72.26132764	-28.22301709	21.245
-0.2116076	71.8194768	-30.80256961	20.827
-0.235649	71.5481031	-32.79869071	20.433
-0.2579972	71.51660576	-33.70318273	20.163
-0.278032	71.48576538	-34.70470385	19.86
-0.2960645	71.65806539	-35.12380382	19.548
-0.3103976	71.62362741	-35.39811777	19.491
-0.3214939	71.62521752	-35.78934744	19.359
-0.32843	71.7216231	-35.54813069	19.343
-0.3307415	71.8337131	-35.11286069	19.376
-0.3282765	71.95438697	-34.35783908	19.507
-0.3205705	72.10808373	-33.62674882	19.597
-0.3071608	72.52857308	-31.99628075	19.72
-0.289591	73.10851824	-29.34444529	20.024
-0.2675519	74.12703871	-25.62588388	20.245
-0.243355	75.51567306	-20.28098081	20.638
-0.2176166	77.0949205	-13.9442385	21.171
-0.1903384	77.83655306	-9.406340829	21.942
-0.1604398	77.65671302	-7.902860929	22.623
-0.12607	77.77636246	-5.329912634	23.361
-0.09077676	79.56582087	2.423462619	24.156
-0.05794854	81.26234942	10.36604825	25.107
-0.0278963	82.46368483	16.9970545	26.116
-0.000462663	83.38862728	23.09288183	27.223
0.02419689	84.04526723	28.55480168	28.387
0.04561971	84.62237204	33.53211611	29.469
0.06426844	84.78744478	37.34833433	30.576
0.07906418	84.56595201	40.00485603	31.683
0.09108393	84.36265158	42.24795475	32.634
0.09894541	84.02287085	44.00961255	33.561
0.102952	83.26633986	44.29901958	34.414
0.1038773	82.31894155	43.71882465	35.168
0.1007942	81.25135806	42.65507419	35.881
0.09385801	80.05908092	40.53024277	36.365
0.0838406	78.1495853	36.22975591	36.841
0.07135818	76.37349296	31.66347889	37.095
0.05640696	74.51722171	26.56266512	37.251
0.03945529	72.69579809	21.14639428	37.267
0.02049749	70.95600851	15.65702552	37.177
-0.000616252	69.05409884	9.82829651	37.136
-0.02342705	67.22580097	3.851402916	36.972
-0.04762395	65.40505439	-2.396836844	36.71
-0.07259069	63.65780662	-8.622580126	36.382
-0.09879182	62.15338711	-14.17083868	36.037
-0.1257628	61.75318437	-16.4274469	35.685
-0.1559686	61.86390438	-17.52328685	35.209
-0.1895686	61.25273522	-20.61079434	34.791
-0.2228575	60.08484584	-25.49146249	34.332
-0.2546068	59.33639858	-29.23680426	33.832
-0.2849682	58.99262495	-31.96612516	33.266
-0.314097	58.86710071	-33.96569786	32.725
-0.3418378	58.92717039	-35.16548882	32.265
-0.3672672	59.11557114	-35.92628658	31.823
-0.3906942	59.32747047	-36.37358859	31.462
-0.4102664	59.61362689	-36.55011934	31.117
-0.4266037	59.80038261	-36.60485217	30.912
-0.4383163	59.92225561	-36.63223316	30.781
-0.4450988	60.09963487	-36.4420954	30.667
-0.4466404	60.39333566	-35.83399302	30.576
-0.4423248	59.63592942	-35.03121174	30.601
-0.4318447	59.89623423	-34.29829731	30.585
-0.4155074	60.6830183	-31.69194511	30.667
-0.3947008	61.66450461	-28.33048616	30.806
-0.3700413	63.47225557	-24.72823328	31.199
-0.3418378	64.74709309	-19.45172074	31.683
-0.3114765	66.13365905	-13.57002286	32.257
-0.2795736	67.06998262	-8.32505214	33.069
-0.2450502	66.75243918	-6.817682452	33.889
-0.2062131	67.02410892	-3.248673232	34.807
-0.1672204	68.42323266	3.951697966	35.808
-0.129923	69.47215704	10.54247111	36.956
-0.09432068	70.41519816	16.71659449	38.071
-0.06180153	71.1298477	22.64654309	39.333
-0.03236555	71.63245438	27.96736313	40.604
-0.006010827	71.89925587	32.50876761	41.851
0.01618183	71.85433285	36.03699854	43.072
0.0343679	71.59008564	38.81125691	44.261
0.04870097	71.38733407	40.96000222	45.18
0.05872028	70.8133642	42.19009259	46.164
0.06395937	70.13857016	42.55071049	46.959
0.06488469	69.20773708	41.87321125	47.664
0.06118528	68.23762872	40.95488616	48.328
0.0520932	67.25548711	39.36146132	48.779
0.03914622	64.98465561	33.67996682	49.156
0.02404331	63.15299138	28.62897414	49.304
0.006318004	61.33655561	23.67166682	49.468
-0.01479573	59.34482451	17.67247354	49.46
-0.03745105	57.19924244	11.30772732	49.484
-0.06241968	55.43648281	5.257448435	49.23
-0.08923517	53.66215752	-0.629527451	49.042
-0.1180568	51.98684556	-6.591463326	48.73
-0.1487253	50.36725067	-12.311248	48.443
-0.1800119	49.92741134	-15.05576598	47.968
-0.2157678	49.93154377	-16.07836869	47.623
-0.2542978	49.00623287	-20.4293014	47.098
-0.2931368	48.15970623	-24.39388131	46.623
-0.3305879	47.53291237	-28.07126288	46.024
-0.3675763	47.26225374	-30.70423877	45.417
-0.4039484	47.16074636	-32.85376093	44.802
-0.4381627	46.37504271	-34.20287187	44.138
-0.4708373	46.72717736	-35.01546792	43.515
-0.5008895	47.08551137	-35.48846588	42.999
-0.5273979	47.42772141	-35.79083577	42.556
-0.5502087	47.85273779	-35.91978663	42.088
-0.5677785	48.18636079	-35.97491764	41.736
-0.5804164	48.49642762	-35.88171715	41.457
-0.586888	48.82267356	-35.54197933	41.244
-0.5871971	49.23823566	-34.95829302	41.023
-0.5811862	49.5558078	-34.25157661	40.941
-0.567623	50.01418784	-33.34443647	40.785
-0.5477418	50.94884686	-30.34545942	40.85
-0.5237004	51.95616667	-27.12549998	40.916
-0.4942625	53.20376661	-22.56970016	41.187
-0.4614343	54.40833057	-17.45600829	41.687
-0.4264501	55.47815798	-11.76252605	42.515
-0.3888455	55.79174979	-7.992750621	43.458
-0.3469233	55.31112601	-6.629621977	44.393
-0.3023825	56.19650102	-0.556496936	45.532
-0.2589225	56.99600917	5.460027514	46.738
-0.2160769	57.66519741	11.49959223	48.082
-0.1755427	57.90716239	16.82748718	49.616
-0.1371663	58.20894506	21.88783517	51.001
-0.1020267	58.38757955	26.58173864	52.387
-0.07027926	59.33022007	30.73866021	53.83
