0;96.814;0;0
0.000160395;96.69958336;0.049750088;0.131
0.001112988;97.7405832;0.049749614;0.09
0.003974676;97.90841729;0.65225186;0.123
0.009220779;98.5011885;2.799565505;0.246
0.01717013;99.2260141;5.466042313;0.41
0.02925455;100.1530804;8.814241283;0.599
0.04594741;100.1474993;13.07549782;1.025
0.06756949;101.1733223;17.67696677;1.533
0.09253053;102.1019696;22.87490876;2.337
0.1194007;102.4402354;27.28570614;3.469
0.1469046;102.423573;31.14471901;4.772
0.1747273;102.122117;34.35035091;6.142
0.2006429;101.670413;37.00323909;7.478
0.2243306;100.9314665;39.2143994;8.954
0.2457942;100.167512;40.98153613;10.307
0.2636001;99.42478183;42.17334549;11.447
0.2775916;99.10000728;42.87302185;12.005
0.2877669;98.54227119;42.94581357;12.587
0.2934903;96.54174182;42.52722546;13.448
0.2949221;95.75330222;41.58690665;13.923
0.2914228;95.12037749;40.18013248;14.087
0.2829981;94.444148;38.67044399;14.26
0.2690066;94.4057497;36.1702491;14.465
0.251676;92.5516112;30.43383361;14.407
0.2316442;90.92023111;24.82569334;14.169
0.209228;89.24862137;18.8268641;13.841
0.1850611;86.39037876;12.61313628;13.628
0.158987;84.6585235;6.556570515;13.341
0.1314831;83.06454845;0.91364536;13.054
0.1022286;81.72186463;-3.531406121;12.915
0.07154417;80.74282758;-9.912517248;12.767
0.04054287;79.26268247;-14.6979526;12.652
0.0089039;77.84677449;-18.96967652;12.644
-0.02257663;76.56167674;-22.03596979;12.907
-0.05453248;75.30341355;-24.55675934;13.325
-0.08664677;74.02701868;-26.73894397;13.874
-0.1178085;72.98566039;-27.79601882;14.563
-0.1480156;71.82628051;-29.03615846;15.309
-0.1767929;70.76454624;-29.90836128;16.08
-0.2022312;69.75414538;-30.67756387;16.834
-0.2248078;68.93732464;-31.20802608;17.474
-0.2434078;67.99139222;-31.68482335;18.261
-0.2569221;67.33186909;-31.79439273;18.884
-0.2661429;66.83144561;-31.74466317;19.401
-0.2696423;66.47701554;-31.37995339;19.877
-0.2674163;66.17062777;-30.77511669;20.385
-0.2586708;66.20919811;-30.14340567;20.557
-0.2438851;65.15646533;-29.58760402;20.795
-0.2225818;65.79976706;-26.69769882;21.115
-0.1974624;66.65951991;-22.49544026;21.656
-0.169002;68.61656004;-17.53331988;22.353
-0.137365;69.66987987;-11.79036038;23.214
-0.1044546;70.62722549;-6.236323518;24.108
-0.06963507;71.54441568;-0.262752955;25.182
-0.03450066;71.0863476;4.291042805;26.158
0.002225975;71.84241321;9.28923963;27.068
0.03942988;72.66509264;14.46327793;27.97
0.07583768;73.34300323;19.3740097;28.929
0.1109741;74.97991133;23.96673398;29.823
