            Time          sigma1          sigma3               u         sigma1'         sigma3'               p               q            eps1
    5.74370e+001    6.20133e+002    6.00087e+002    5.09753e+002    1.10380e+002    9.03338e+001    9.70160e+001    2.00465e+001    1.99694e-002
    5.95000e+001    6.21084e+002    6.00022e+002    5.10399e+002    1.10685e+002    8.96227e+001    9.66433e+001    2.10618e+001    2.19664e-002
    6.15150e+001    6.21933e+002    6.00068e+002    5.11046e+002    1.10887e+002    8.90221e+001    9.63103e+001    2.18644e+001    2.39633e-002
    6.36400e+001    6.22851e+002    6.00022e+002    5.11674e+002    1.11176e+002    8.83479e+001    9.59574e+001    2.28286e+001    2.49618e-002
    6.57030e+001    6.23654e+002    5.99976e+002    5.12358e+002    1.11296e+002    8.76182e+001    9.55108e+001    2.36777e+001    2.69588e-002
    6.77340e+001    6.24457e+002    6.00050e+002    5.13023e+002    1.11435e+002    8.70269e+001    9.51628e+001    2.44077e+001    2.89557e-002
    6.98440e+001    6.25215e+002    6.00068e+002    5.13605e+002    1.11610e+002    8.64634e+001    9.48456e+001    2.51465e+001    2.99542e-002
    7.19060e+001    6.25972e+002    5.99967e+002    5.14214e+002    1.11757e+002    8.57523e+001    9.44206e+001    2.60049e+001    3.19511e-002
    7.39370e+001    6.26622e+002    6.00068e+002    5.14824e+002    1.11798e+002    8.52441e+001    9.40954e+001    2.65542e+001    3.29496e-002
    7.60000e+001    6.27402e+002    6.00031e+002    5.15406e+002    1.11996e+002    8.46251e+001    9.37487e+001    2.73706e+001    3.49465e-002
    7.80310e+001    6.28035e+002    6.00022e+002    5.16006e+002    1.12029e+002    8.40156e+001    9.33533e+001    2.80132e+001    3.69435e-002
    8.01090e+001    6.28773e+002    6.00013e+002    5.16607e+002    1.12166e+002    8.34059e+001    9.29927e+001    2.87603e+001    3.89404e-002
    8.21400e+001    6.29363e+002    6.00077e+002    5.17198e+002    1.12165e+002    8.28793e+001    9.26411e+001    2.92855e+001    3.99389e-002
    8.42030e+001    6.30026e+002    5.99994e+002    5.17771e+002    1.12255e+002    8.22235e+001    9.22340e+001    3.00315e+001    4.19358e-002
    8.62190e+001    6.30534e+002    6.00105e+002    5.18334e+002    1.12200e+002    8.17708e+001    9.19138e+001    3.04291e+001    4.39328e-002
    8.82970e+001    6.31103e+002    5.99957e+002    5.18870e+002    1.12233e+002    8.10874e+001    9.14692e+001    3.11455e+001    4.49313e-002
    9.03280e+001    6.31570e+002    6.00022e+002    5.19313e+002    1.12257e+002    8.07086e+001    9.12247e+001    3.15484e+001    4.69282e-002
    9.22970e+001    6.32101e+002    6.00040e+002    5.19849e+002    1.12252e+002    8.01912e+001    9.08782e+001    3.20608e+001    4.89251e-002
    9.43120e+001    6.32500e+002    6.00004e+002    5.20293e+002    1.12208e+002    7.97109e+001    9.05431e+001    3.24966e+001    4.99236e-002
    9.63280e+001    6.32926e+002    6.00059e+002    5.20884e+002    1.12043e+002    7.91751e+001    9.01309e+001    3.28675e+001    5.09221e-002
    9.82970e+001    6.33388e+002    6.00050e+002    5.21216e+002    1.12171e+002    7.88333e+001    8.99459e+001    3.33379e+001    5.29190e-002
    1.00312e+002    6.33851e+002    5.99976e+002    5.21715e+002    1.12136e+002    7.82608e+001    8.95525e+001    3.38752e+001    5.49160e-002
    1.02328e+002    6.34307e+002    5.99994e+002    5.22223e+002    1.12084e+002    7.77711e+001    8.92086e+001    3.43125e+001    5.59145e-002
    1.04437e+002    6.34743e+002    5.99967e+002    5.22759e+002    1.11984e+002    7.72077e+001    8.87997e+001    3.47759e+001    5.79114e-002
    1.06500e+002    6.35198e+002    5.99967e+002    5.23165e+002    1.12033e+002    7.68013e+001    8.85452e+001    3.52318e+001    5.89099e-002
    1.08531e+002    6.35559e+002    6.00096e+002    5.23609e+002    1.11950e+002    7.64870e+001    8.83081e+001    3.54632e+001    6.09068e-002
    1.10640e+002    6.35979e+002    6.00040e+002    5.24024e+002    1.11955e+002    7.60159e+001    8.79955e+001    3.59388e+001    6.29038e-002
    1.12750e+002    6.36372e+002    6.00050e+002    5.24505e+002    1.11867e+002    7.55448e+001    8.76522e+001    3.63222e+001    6.39022e-002
    1.14812e+002    6.36819e+002    6.00004e+002    5.24920e+002    1.11898e+002    7.50831e+001    8.73548e+001    3.68153e+001    6.58992e-002
    1.16828e+002    6.37118e+002    5.99994e+002    5.25355e+002    1.11764e+002    7.46397e+001    8.70144e+001    3.71241e+001    6.68976e-002
    1.18906e+002    6.37480e+002    6.00050e+002    5.25789e+002    1.11691e+002    7.42609e+001    8.67377e+001    3.74304e+001    6.88946e-002
    1.20922e+002    6.37787e+002    6.00022e+002    5.26232e+002    1.11554e+002    7.37898e+001    8.63780e+001    3.77646e+001    7.08915e-002
    1.22937e+002    6.38190e+002    6.00050e+002    5.26657e+002    1.11533e+002    7.33926e+001    8.61059e+001    3.81401e+001    7.18900e-002
    1.25015e+002    6.38518e+002    6.00004e+002    5.27054e+002    1.11464e+002    7.29492e+001    8.57875e+001    3.85148e+001    7.38870e-002
    1.27031e+002    6.38873e+002    5.99967e+002    5.27396e+002    1.11477e+002    7.25706e+001    8.55395e+001    3.89067e+001    7.58839e-002
    1.29140e+002    6.39176e+002    5.99994e+002    5.27876e+002    1.11299e+002    7.21179e+001    8.51783e+001    3.91814e+001    7.78808e-002
    1.31219e+002    6.39498e+002    6.00013e+002    5.28274e+002    1.11224e+002    7.17391e+001    8.49008e+001    3.94851e+001    7.98778e-002
    1.33234e+002    6.39795e+002    6.00068e+002    5.28671e+002    1.11124e+002    7.13972e+001    8.46395e+001    3.97267e+001    8.08763e-002
    1.35297e+002    6.40108e+002    6.00077e+002    5.29004e+002    1.11105e+002    7.10738e+001    8.44175e+001    4.00311e+001    8.28732e-002
    1.37312e+002    6.40343e+002    6.00013e+002    5.29355e+002    1.10989e+002    7.06581e+001    8.41016e+001    4.03305e+001    8.48701e-002
    1.39328e+002    6.40662e+002    6.00068e+002    5.29826e+002    1.10836e+002    7.02424e+001    8.37736e+001    4.05936e+001    8.68671e-002
    1.41437e+002    6.40922e+002    6.00022e+002    5.30204e+002    1.10717e+002    6.98176e+001    8.34508e+001    4.08998e+001    8.88640e-002
    1.43500e+002    6.41184e+002    6.00004e+002    5.30592e+002    1.10591e+002    6.94111e+001    8.31378e+001    4.11801e+001    8.98625e-002
    1.45515e+002    6.41446e+002    6.00013e+002    5.30943e+002    1.10503e+002    6.90693e+001    8.28805e+001    4.14336e+001    9.18595e-002
    1.47531e+002    6.41786e+002    5.99967e+002    5.31313e+002    1.10473e+002    6.86537e+001    8.25934e+001    4.18189e+001    9.38564e-002
    1.49640e+002    6.42006e+002    5.99994e+002    5.31673e+002    1.10333e+002    6.83211e+001    8.23249e+001    4.20114e+001    9.48549e-002
    1.51703e+002    6.42242e+002    6.00013e+002    5.32033e+002    1.10208e+002    6.79794e+001    8.20557e+001    4.22289e+001    9.68518e-002
    1.53719e+002    6.42497e+002    6.00022e+002    5.32431e+002    1.10067e+002    6.75914e+001    8.17499e+001    4.24755e+001    9.88488e-002
    1.55734e+002    6.42714e+002    6.00013e+002    5.32772e+002    1.09941e+002    6.72403e+001    8.14740e+001    4.27009e+001    1.00846e-001
    1.57844e+002    6.42981e+002    5.99985e+002    5.33114e+002    1.09866e+002    6.68708e+001    8.12027e+001    4.29956e+001    1.02843e-001
    1.59906e+002    6.43117e+002    6.00004e+002    5.33382e+002    1.09734e+002    6.66214e+001    8.09924e+001    4.31131e+001    1.03841e-001
    1.61922e+002    6.43290e+002    6.00050e+002    5.33715e+002    1.09575e+002    6.63350e+001    8.07483e+001    4.32399e+001    1.05838e-001
    1.64000e+002    6.43445e+002    6.00059e+002    5.34066e+002    1.09379e+002    6.59933e+001    8.04552e+001    4.33857e+001    1.07835e-001
    1.66031e+002    6.43633e+002    6.00031e+002    5.34324e+002    1.09309e+002    6.57069e+001    8.02408e+001    4.36018e+001    1.08833e-001
    1.68140e+002    6.43778e+002    6.00004e+002    5.34611e+002    1.09167e+002    6.53929e+001    7.99843e+001    4.37741e+001    1.10830e-001
    1.70203e+002    6.44006e+002    6.00096e+002    5.34888e+002    1.09118e+002    6.52080e+001    7.98446e+001    4.39099e+001    1.12827e-001
    1.72234e+002    6.44203e+002    6.00004e+002    5.35220e+002    1.08983e+002    6.47832e+001    7.95164e+001    4.41998e+001    1.14824e-001
    1.74234e+002    6.44409e+002    6.00068e+002    5.35405e+002    1.09004e+002    6.46630e+001    7.94432e+001    4.43405e+001    1.15823e-001
    1.76312e+002    6.44536e+002    6.00022e+002    5.35756e+002    1.08779e+002    6.42660e+001    7.91038e+001    4.45135e+001    1.17820e-001
    1.78437e+002    6.44704e+002    5.99985e+002    5.36042e+002    1.08661e+002    6.39426e+001    7.88488e+001    4.47189e+001    1.19817e-001
    1.80515e+002    6.44894e+002    5.99985e+002    5.36310e+002    1.08583e+002    6.36747e+001    7.86443e+001    4.49088e+001    1.20815e-001
    1.82531e+002    6.45091e+002    6.00087e+002    5.36615e+002    1.08476e+002    6.34713e+001    7.84729e+001    4.50046e+001    1.22812e-001
    1.84640e+002    6.45192e+002    6.00096e+002    5.36929e+002    1.08263e+002    6.31665e+001    7.81987e+001    4.50966e+001    1.24809e-001
    1.86719e+002    6.45391e+002    6.00050e+002    5.37160e+002    1.08231e+002    6.28894e+001    7.80033e+001    4.53416e+001    1.26806e-001
    1.88734e+002    6.45534e+002    6.00068e+002    5.37410e+002    1.08124e+002    6.26586e+001    7.78139e+001    4.54659e+001    1.27804e-001
    1.90844e+002    6.45688e+002    6.00031e+002    5.37687e+002    1.08001e+002    6.23444e+001    7.75634e+001    4.56569e+001    1.29801e-001
    1.92906e+002    6.45789e+002    6.00096e+002    5.37955e+002    1.07834e+002    6.21412e+001    7.73723e+001    4.56933e+001    1.30800e-001
    1.94937e+002    6.45961e+002    6.00077e+002    5.38204e+002    1.07757e+002    6.18734e+001    7.71678e+001    4.58834e+001    1.32797e-001
    1.97015e+002    6.46115e+002    6.00004e+002    5.38490e+002    1.07624e+002    6.15132e+001    7.68836e+001    4.61113e+001    1.34794e-001
    1.99140e+002    6.46249e+002    6.00013e+002    5.38758e+002    1.07490e+002    6.12545e+001    7.66664e+001    4.62358e+001    1.36791e-001
    2.01219e+002    6.46447e+002    6.00077e+002    5.38989e+002    1.07457e+002    6.10882e+001    7.65446e+001    4.63693e+001    1.37789e-001
    2.03234e+002    6.46607e+002    6.00059e+002    5.39239e+002    1.07369e+002    6.08203e+001    7.63364e+001    4.65484e+001    1.39786e-001
    2.05297e+002    6.46760e+002    6.00013e+002    5.39516e+002    1.07244e+002    6.04970e+001    7.60793e+001    4.67468e+001    1.41783e-001
    2.07312e+002    6.46861e+002    6.00123e+002    5.39765e+002    1.07096e+002    6.03583e+001    7.59377e+001    4.67380e+001    1.43780e-001
    2.09437e+002    6.47011e+002    6.00004e+002    5.40051e+002    1.06959e+002    5.99520e+001    7.56211e+001    4.70073e+001    1.45777e-001
    2.11515e+002    6.47161e+002    5.99967e+002    5.40347e+002    1.06814e+002    5.96196e+001    7.53510e+001    4.71942e+001    1.47774e-001
    2.13640e+002    6.47286e+002    5.99985e+002    5.40504e+002    1.06782e+002    5.94810e+001    7.52480e+001    4.73010e+001    1.48772e-001
    2.15703e+002    6.47350e+002    6.00087e+002    5.40689e+002    1.06661e+002    5.93976e+001    7.51522e+001    4.72638e+001    1.50769e-001
    2.17719e+002    6.47535e+002    6.00004e+002    5.41021e+002    1.06514e+002    5.89821e+001    7.48260e+001    4.75317e+001    1.52766e-001
    2.19734e+002    6.47644e+002    6.00013e+002    5.41225e+002    1.06419e+002    5.87881e+001    7.46650e+001    4.76307e+001    1.54763e-001
    2.21797e+002    6.47790e+002    6.00013e+002    5.41520e+002    1.06270e+002    5.84926e+001    7.44184e+001    4.77775e+001    1.55762e-001
    2.23812e+002    6.47875e+002    6.00013e+002    5.41742e+002    1.06133e+002    5.82708e+001    7.42251e+001    4.78626e+001    1.57759e-001
    2.25937e+002    6.48042e+002    6.00123e+002    5.42001e+002    1.06042e+002    5.81229e+001    7.40958e+001    4.79186e+001    1.59756e-001
    2.28015e+002    6.48154e+002    5.99994e+002    5.42241e+002    1.05913e+002    5.77535e+001    7.38066e+001    4.81593e+001    1.61753e-001
    2.30031e+002    6.48287e+002    6.00004e+002    5.42481e+002    1.05806e+002    5.75226e+001    7.36171e+001    4.82834e+001    1.63749e-001
    2.32094e+002    6.48301e+002    6.00123e+002    5.42721e+002    1.05580e+002    5.74024e+001    7.34616e+001    4.81778e+001    1.65746e-001
    2.34109e+002    6.48399e+002    6.00013e+002    5.42943e+002    1.05456e+002    5.70700e+001    7.31986e+001    4.83859e+001    1.66745e-001
    2.36125e+002    6.48470e+002    5.99994e+002    5.43063e+002    1.05407e+002    5.69314e+001    7.30898e+001    4.84753e+001    1.68742e-001
    2.38203e+002    6.48556e+002    6.00040e+002    5.43321e+002    1.05235e+002    5.67189e+001    7.28909e+001    4.85160e+001    1.70739e-001
    2.40219e+002    6.48623e+002    5.99994e+002    5.43515e+002    1.05107e+002    5.64788e+001    7.26883e+001    4.86284e+001    1.71737e-001
    2.42297e+002    6.48780e+002    5.99976e+002    5.43728e+002    1.05052e+002    5.62479e+001    7.25158e+001    4.88037e+001    1.73734e-001
    2.44312e+002    6.48905e+002    5.99957e+002    5.43913e+002    1.04992e+002    5.60447e+001    7.23604e+001    4.89471e+001    1.75731e-001
    2.46328e+002    6.48924e+002    5.99930e+002    5.44097e+002    1.04826e+002    5.58323e+001    7.21636e+001    4.89938e+001    1.77728e-001
    2.48437e+002    6.49033e+002    6.00040e+002    5.44356e+002    1.04677e+002    5.56843e+001    7.20150e+001    4.89922e+001    1.79725e-001
    2.50500e+002    6.49149e+002    6.00050e+002    5.44559e+002    1.04589e+002    5.54903e+001    7.18567e+001    4.90992e+001    1.80723e-001
    2.52515e+002    6.49201e+002    6.00105e+002    5.44800e+002    1.04402e+002    5.53055e+001    7.16709e+001    4.90961e+001    1.82720e-001
    2.54531e+002    6.49278e+002    6.00040e+002    5.44993e+002    1.04284e+002    5.50469e+001    7.14594e+001    4.92374e+001    1.84717e-001
    2.56640e+002    6.49389e+002    5.99985e+002    5.45095e+002    1.04294e+002    5.48899e+001    7.13579e+001    4.94038e+001    1.86714e-001
    2.58719e+002    6.49452e+002    6.00040e+002    5.45326e+002    1.04126e+002    5.47144e+001    7.11850e+001    4.94119e+001    1.87713e-001
    2.60734e+002    6.49527e+002    6.00040e+002    5.45492e+002    1.04034e+002    5.45482e+001    7.10435e+001    4.94862e+001    1.89710e-001
    2.62797e+002    6.49600e+002    6.00031e+002    5.45779e+002    1.03821e+002    5.42525e+001    7.07753e+001    4.95684e+001    1.91707e-001
    2.64812e+002    6.49697e+002    6.00077e+002    5.45917e+002    1.03780e+002    5.41601e+001    7.07000e+001    4.96197e+001    1.92705e-001
    2.66828e+002    6.49763e+002    6.00050e+002    5.46074e+002    1.03688e+002    5.39754e+001    7.05465e+001    4.97131e+001    1.94702e-001
    2.68922e+002    6.49935e+002    5.99902e+002    5.46287e+002    1.03649e+002    5.36154e+001    7.02932e+001    5.00334e+001    1.96699e-001
    2.70937e+002    6.49911e+002    5.99967e+002    5.46471e+002    1.03439e+002    5.34952e+001    7.01432e+001    4.99440e+001    1.98696e-001
    2.73000e+002    6.50011e+002    6.00087e+002    5.46684e+002    1.03327e+002    5.34026e+001    7.00439e+001    4.99241e+001    2.00693e-001
    2.75015e+002    6.50075e+002    6.00031e+002    5.46832e+002    1.03243e+002    5.31994e+001    6.98808e+001    5.00440e+001    2.01691e-001
    2.77031e+002    6.50166e+002    6.00059e+002    5.47044e+002    1.03121e+002    5.30147e+001    6.97170e+001    5.01067e+001    2.03688e-001
    2.79094e+002    6.50181e+002    5.99994e+002    5.47229e+002    1.02952e+002    5.27653e+001    6.94944e+001    5.01871e+001    2.05685e-001
    2.81125e+002    6.50242e+002    6.00077e+002    5.47349e+002    1.02893e+002    5.27284e+001    6.94500e+001    5.01649e+001    2.07682e-001
    2.83234e+002    6.50355e+002    5.99994e+002    5.47561e+002    1.02793e+002    5.24328e+001    6.92197e+001    5.03607e+001    2.09679e-001
    2.85297e+002    6.50464e+002    5.99967e+002    5.47737e+002    1.02727e+002    5.22297e+001    6.90621e+001    5.04972e+001    2.11676e-001
    2.87328e+002    6.50530e+002    6.00022e+002    5.47829e+002    1.02701e+002    5.21927e+001    6.90288e+001    5.05084e+001    2.13673e-001
    2.89437e+002    6.50620e+002    6.00050e+002    5.48042e+002    1.02579e+002    5.20078e+001    6.88648e+001    5.05708e+001    2.15670e-001
    2.91500e+002    6.50588e+002    6.00050e+002    5.48282e+002    1.02306e+002    5.17677e+001    6.86137e+001    5.05381e+001    2.16668e-001
    2.93515e+002    6.50703e+002    5.99957e+002    5.48365e+002    1.02338e+002    5.15923e+001    6.85074e+001    5.07452e+001    2.18665e-001
    2.95531e+002    6.50718e+002    5.99985e+002    5.48587e+002    1.02131e+002    5.13982e+001    6.83090e+001    5.07325e+001    2.20662e-001
    2.97609e+002    6.50770e+002    5.99985e+002    5.48725e+002    1.02045e+002    5.12596e+001    6.81881e+001    5.07852e+001    2.22659e-001
    2.99734e+002    6.50868e+002    5.99994e+002    5.48882e+002    1.01986e+002    5.11119e+001    6.80699e+001    5.08739e+001    2.23658e-001
    3.01812e+002    6.50898e+002    6.00004e+002    5.49076e+002    1.01822e+002    5.09272e+001    6.78920e+001    5.08944e+001    2.25655e-001
    3.03828e+002    6.50928e+002    6.00013e+002    5.49243e+002    1.01685e+002    5.07701e+001    6.77418e+001    5.09150e+001    2.26653e-001
    3.05937e+002    6.50979e+002    5.99967e+002    5.49363e+002    1.01616e+002    5.06039e+001    6.76080e+001    5.10125e+001    2.28650e-001
    3.08000e+002    6.51059e+002    5.99976e+002    5.49492e+002    1.01567e+002    5.04838e+001    6.75114e+001    5.10828e+001    2.30647e-001
    3.10015e+002    6.51029e+002    6.00050e+002    5.49566e+002    1.01463e+002    5.04837e+001    6.74768e+001    5.09792e+001    2.31646e-001
    3.12031e+002    6.51128e+002    6.00050e+002    5.49760e+002    1.01368e+002    5.02897e+001    6.73159e+001    5.10785e+001    2.33643e-001
    3.14109e+002    6.51198e+002    6.00022e+002    5.49917e+002    1.01281e+002    5.01050e+001    6.71635e+001    5.11756e+001    2.35639e-001
    3.16125e+002    6.51297e+002    6.00004e+002    5.50028e+002    1.01269e+002    4.99757e+001    6.70735e+001    5.12935e+001    2.37636e-001
    3.18094e+002    6.51248e+002    6.00013e+002    5.50213e+002    1.01036e+002    4.98002e+001    6.68786e+001    5.12354e+001    2.38635e-001
    3.20109e+002    6.51329e+002    6.00087e+002    5.50351e+002    1.00978e+002    4.97354e+001    6.68162e+001    5.12423e+001    2.40632e-001
    3.22234e+002    6.51380e+002    6.00040e+002    5.50480e+002    1.00900e+002    4.95600e+001    6.66732e+001    5.13398e+001    2.42629e-001
    3.24297e+002    6.51427e+002    5.99985e+002    5.50619e+002    1.00808e+002    4.93660e+001    6.65132e+001    5.14417e+001    2.43627e-001
    3.26328e+002    6.51439e+002    6.00059e+002    5.50730e+002    1.00709e+002    4.93290e+001    6.64558e+001    5.13804e+001    2.46623e-001
    3.28406e+002    6.51486e+002    6.00040e+002    5.50905e+002    1.00580e+002    4.91350e+001    6.62834e+001    5.14451e+001    2.47621e-001
    3.30422e+002    6.51585e+002    5.99985e+002    5.50979e+002    1.00606e+002    4.90058e+001    6.62059e+001    5.16003e+001    2.49618e-001
    3.32500e+002    6.51637e+002    5.99976e+002    5.51118e+002    1.00519e+002    4.88581e+001    6.60784e+001    5.16609e+001    2.50617e-001
    3.34515e+002    6.51704e+002    6.00031e+002    5.51238e+002    1.00466e+002    4.87932e+001    6.60174e+001    5.16725e+001    2.52614e-001
    3.36531e+002    6.51788e+002    6.00050e+002    5.51413e+002    1.00375e+002    4.86362e+001    6.58825e+001    5.17388e+001    2.54610e-001
    3.38609e+002    6.51813e+002    6.00050e+002    5.51543e+002    1.00270e+002    4.85068e+001    6.57611e+001    5.17629e+001    2.56607e-001
    3.40625e+002    6.51846e+002    6.00040e+002    5.51654e+002    1.00192e+002    4.83868e+001    6.56552e+001    5.18052e+001    2.58604e-001
    3.42734e+002    6.51884e+002    6.00004e+002    5.51820e+002    1.00064e+002    4.81836e+001    6.54772e+001    5.18808e+001    2.60601e-001
    3.44812e+002    6.51937e+002    6.00040e+002    5.51958e+002    9.99783e+001    4.80819e+001    6.53807e+001    5.18963e+001    2.62598e-001
    3.46828e+002    6.51931e+002    6.00068e+002    5.52069e+002    9.98613e+001    4.79988e+001    6.52863e+001    5.18625e+001    2.63597e-001
    3.48937e+002    6.51954e+002    6.00022e+002    5.52245e+002    9.97088e+001    4.77772e+001    6.50877e+001    5.19316e+001    2.65594e-001
    3.51000e+002    6.52023e+002    6.00013e+002    5.52319e+002    9.97038e+001    4.76940e+001    6.50306e+001    5.20098e+001    2.67591e-001
    3.53031e+002    6.52057e+002    6.00013e+002    5.52466e+002    9.95909e+001    4.75463e+001    6.48945e+001    5.20446e+001    2.69588e-001
    3.55094e+002    6.52109e+002    6.00087e+002    5.52522e+002    9.95875e+001    4.75646e+001    6.49056e+001    5.20229e+001    2.71584e-001
    3.57109e+002    6.52144e+002    6.00068e+002    5.52716e+002    9.94285e+001    4.73522e+001    6.47110e+001    5.20762e+001    2.73581e-001
    3.59125e+002    6.52239e+002    6.00040e+002    5.52827e+002    9.94120e+001    4.72136e+001    6.46131e+001    5.21984e+001    2.75578e-001
    3.61203e+002    6.52294e+002    6.00013e+002    5.52938e+002    9.93559e+001    4.70751e+001    6.45021e+001    5.22808e+001    2.77575e-001
    3.63219e+002    6.52302e+002    5.99967e+002    5.53030e+002    9.92719e+001    4.69366e+001    6.43817e+001    5.23353e+001    2.79572e-001
    3.65234e+002    6.52322e+002    6.00004e+002    5.53196e+002    9.91258e+001    4.68073e+001    6.42468e+001    5.23185e+001    2.81569e-001
    3.67312e+002    6.52391e+002    6.00013e+002    5.53316e+002    9.90749e+001    4.66964e+001    6.41559e+001    5.23785e+001    2.82568e-001
    3.69328e+002    6.52400e+002    6.00068e+002    5.53418e+002    9.89821e+001    4.66501e+001    6.40941e+001    5.23319e+001    2.85563e-001
    3.71469e+002    6.52420e+002    6.00087e+002    5.53520e+002    9.89008e+001    4.65669e+001    6.40115e+001    5.23338e+001    2.87560e-001
    3.73515e+002    6.52417e+002    5.99976e+002    5.53612e+002    9.88053e+001    4.63639e+001    6.38444e+001    5.24414e+001    2.88559e-001
    3.75594e+002    6.52461e+002    6.00059e+002    5.53760e+002    9.87008e+001    4.62991e+001    6.37664e+001    5.24017e+001    2.90555e-001
    3.77609e+002    6.52474e+002    6.00096e+002    5.53852e+002    9.86220e+001    4.62436e+001    6.37031e+001    5.23783e+001    2.91554e-001
    3.79625e+002    6.52576e+002    5.99957e+002    5.54000e+002    9.85764e+001    4.59575e+001    6.34971e+001    5.26189e+001    2.93551e-001
    3.81703e+002    6.52578e+002    5.99893e+002    5.54092e+002    9.84854e+001    4.58005e+001    6.33621e+001    5.26848e+001    2.95548e-001
    3.83719e+002    6.52620e+002    6.00013e+002    5.54138e+002    9.84819e+001    4.58743e+001    6.34101e+001    5.26076e+001    2.97545e-001
    3.85750e+002    6.52665e+002    5.99967e+002    5.54332e+002    9.83325e+001    4.56342e+001    6.32003e+001    5.26983e+001    2.98543e-001
    3.87812e+002    6.52685e+002    6.00040e+002    5.54369e+002    9.83154e+001    4.56710e+001    6.32191e+001    5.26444e+001    3.00540e-001
