            Time          sigma1          sigma3               u         sigma1'         sigma3'               p               q            eps1
    4.71976e+003    6.02736e+002    5.99921e+002    5.96852e+002    5.88354e+000    3.06843e+000    4.00680e+000    2.81510e+000   -2.19664e-002
    4.72184e+003    6.02702e+002    5.99994e+002    5.96806e+002    5.89654e+000    3.18837e+000    4.09109e+000    2.70817e+000   -1.99694e-002
    4.72386e+003    6.02715e+002    6.00004e+002    5.96908e+002    5.80770e+000    3.09599e+000    3.99990e+000    2.71171e+000   -1.79725e-002
    4.72594e+003    6.02719e+002    5.99985e+002    5.96917e+002    5.80227e+000    3.06826e+000    3.97959e+000    2.73401e+000   -1.59756e-002
    4.72803e+003    6.02740e+002    5.99921e+002    5.96917e+002    5.82277e+000    3.00374e+000    3.94342e+000    2.81903e+000   -1.39786e-002
    4.73013e+003    6.02708e+002    5.99985e+002    5.96889e+002    5.81894e+000    3.09602e+000    4.00366e+000    2.72292e+000   -1.29801e-002
    4.73216e+003    6.02726e+002    5.99985e+002    5.96843e+002    5.88340e+000    3.14220e+000    4.05593e+000    2.74120e+000   -1.09832e-002
    4.73413e+003    6.02717e+002    5.99976e+002    5.96898e+002    5.81909e+000    3.07761e+000    3.99144e+000    2.74148e+000   -8.98625e-003
    4.73616e+003    6.02723e+002    5.99967e+002    5.96898e+002    5.82459e+000    3.06837e+000    3.98711e+000    2.75622e+000   -6.98931e-003
    4.73823e+003    6.02758e+002    6.00004e+002    5.96852e+002    5.90623e+000    3.15143e+000    4.06970e+000    2.75480e+000   -5.99083e-003
    4.74026e+003    6.02760e+002    6.00031e+002    5.96834e+002    5.92622e+000    3.19757e+000    4.10712e+000    2.72864e+000   -3.99389e-003
    4.74236e+003    6.02804e+002    5.99921e+002    5.96889e+002    5.91514e+000    3.03150e+000    3.99272e+000    2.88364e+000   -1.99694e-003
    4.74444e+003    6.02780e+002    6.00004e+002    5.96824e+002    5.95545e+000    3.17910e+000    4.10455e+000    2.77634e+000    0.00000e+000
    4.74647e+003    6.02787e+002    6.00040e+002    5.96898e+002    5.88834e+000    3.14212e+000    4.05753e+000    2.74622e+000    9.98472e-004
    4.74856e+003    6.02795e+002    5.99930e+002    5.96917e+002    5.87830e+000    3.01298e+000    3.96809e+000    2.86532e+000    2.99542e-003
    4.75066e+003    6.02814e+002    5.99994e+002    5.96898e+002    5.91580e+000    3.09601e+000    4.03594e+000    2.81980e+000    4.99236e-003
    4.75273e+003    6.02785e+002    5.99994e+002    5.96889e+002    5.89635e+000    3.10526e+000    4.03562e+000    2.79109e+000    6.98931e-003
    4.75476e+003    6.02785e+002    6.00031e+002    5.96806e+002    5.97903e+000    3.22525e+000    4.14318e+000    2.75379e+000    8.98625e-003
    4.75686e+003    6.02827e+002    5.99930e+002    5.96908e+002    5.91985e+000    3.02224e+000    3.98811e+000    2.89762e+000    9.98472e-003
    4.75894e+003    6.02831e+002    5.99967e+002    5.96898e+002    5.93227e+000    3.06837e+000    4.02300e+000    2.86390e+000    1.19817e-002
    4.76097e+003    6.02825e+002    5.99994e+002    5.96908e+002    5.91732e+000    3.08675e+000    4.03027e+000    2.83057e+000    1.39786e-002
    4.76306e+003    6.02851e+002    6.00040e+002    5.96880e+002    5.97146e+000    3.16063e+000    4.09757e+000    2.81083e+000    1.59756e-002
    4.76514e+003    6.02857e+002    6.00050e+002    5.96935e+002    5.92130e+000    3.11443e+000    4.05005e+000    2.80686e+000    1.69740e-002
    4.76726e+003    6.02922e+002    5.99957e+002    5.96871e+002    6.05156e+000    3.08680e+000    4.07506e+000    2.96475e+000    1.89710e-002
    4.76934e+003    6.02915e+002    5.99976e+002    5.96898e+002    6.01649e+000    3.07761e+000    4.05723e+000    2.93888e+000    2.09679e-002
    4.77133e+003    6.02897e+002    5.99994e+002    5.96898e+002    5.99834e+000    3.09601e+000    4.06345e+000    2.90234e+000    2.19664e-002
    4.77336e+003    6.02880e+002    6.00004e+002    5.96861e+002    6.01902e+000    3.14218e+000    4.10112e+000    2.87684e+000    2.39633e-002
    4.77534e+003    6.02930e+002    6.00022e+002    5.96908e+002    6.02285e+000    3.11447e+000    4.08393e+000    2.90837e+000    2.59603e-002
    4.77744e+003    6.02873e+002    6.00040e+002    5.96889e+002    5.98374e+000    3.15138e+000    4.09550e+000    2.83237e+000    2.69588e-002
    4.77947e+003    6.02948e+002    5.99884e+002    5.96908e+002    6.04058e+000    2.97612e+000    3.99761e+000    3.06446e+000    2.89557e-002
    4.78156e+003    6.02919e+002    5.99957e+002    5.96815e+002    6.10340e+000    3.14224e+000    4.12929e+000    2.96116e+000    3.09526e-002
    4.78364e+003    6.02938e+002    5.99967e+002    5.96843e+002    6.09535e+000    3.12380e+000    4.11432e+000    2.97154e+000    3.19511e-002
    4.78573e+003    6.02985e+002    5.99930e+002    5.96926e+002    6.05929e+000    3.00382e+000    4.02231e+000    3.05548e+000    3.39481e-002
    4.78776e+003    6.02968e+002    5.99994e+002    5.96861e+002    6.10702e+000    3.13293e+000    4.12430e+000    2.97409e+000    3.59450e-002
    4.78984e+003    6.02963e+002    6.00022e+002    5.96935e+002    6.02746e+000    3.08680e+000    4.06702e+000    2.94066e+000    3.79419e-002
    4.79186e+003    6.03005e+002    5.99939e+002    5.96852e+002    6.15311e+000    3.08683e+000    4.10892e+000    3.06628e+000    3.99389e-002
    4.79394e+003    6.03024e+002    6.00004e+002    5.96981e+002    6.04280e+000    3.02213e+000    4.02902e+000    3.02067e+000    4.09374e-002
    4.79597e+003    6.02991e+002    5.99921e+002    5.96889e+002    6.10202e+000    3.03150e+000    4.05501e+000    3.07052e+000    4.29343e-002
    4.79805e+003    6.02997e+002    5.99994e+002    5.96917e+002    6.08028e+000    3.07750e+000    4.07843e+000    3.00278e+000    4.49313e-002
    4.80014e+003    6.03014e+002    5.99967e+002    5.96889e+002    6.12481e+000    3.07762e+000    4.09335e+000    3.04719e+000    4.69282e-002
    4.80216e+003    6.03021e+002    5.99948e+002    5.96908e+002    6.11369e+000    3.04063e+000    4.06499e+000    3.07306e+000    4.89251e-002
    4.80425e+003    6.03019e+002    6.00013e+002    5.96861e+002    6.15735e+000    3.15142e+000    4.15339e+000    3.00593e+000    4.99236e-002
    4.80626e+003    6.03011e+002    6.00031e+002    5.96880e+002    6.13155e+000    3.15139e+000    4.14478e+000    2.98016e+000    5.19206e-002
    4.80834e+003    6.03017e+002    6.00022e+002    5.96908e+002    6.10926e+000    3.11447e+000    4.11273e+000    2.99479e+000    5.39175e-002
    4.81044e+003    6.03118e+002    5.99911e+002    5.96944e+002    6.17401e+000    2.96683e+000    4.03589e+000    3.20718e+000    5.59145e-002
    4.81247e+003    6.03071e+002    6.00022e+002    5.96917e+002    6.15380e+000    3.10522e+000    4.12141e+000    3.04859e+000    5.79114e-002
    4.81456e+003    6.03076e+002    6.00031e+002    5.96852e+002    6.22378e+000    3.17907e+000    4.19397e+000    3.04472e+000    5.89099e-002
    4.81653e+003    6.03083e+002    6.00013e+002    5.96898e+002    6.18497e+000    3.11449e+000    4.13798e+000    3.07048e+000    6.09068e-002
    4.81856e+003    6.03107e+002    5.99985e+002    5.96880e+002    6.22710e+000    3.10527e+000    4.14588e+000    3.12183e+000    6.29038e-002
    4.82064e+003    6.03097e+002    5.99948e+002    5.96935e+002    6.16131e+000    3.01296e+000    4.06241e+000    3.14835e+000    6.49007e-002
    4.82276e+003    6.03087e+002    5.99976e+002    5.96908e+002    6.17970e+000    3.06836e+000    4.10547e+000    3.11134e+000    6.58992e-002
    4.82484e+003    6.03093e+002    5.99967e+002    5.96880e+002    6.21294e+000    3.08688e+000    4.12890e+000    3.12606e+000    6.78961e-002
    4.82694e+003    6.03098e+002    5.99957e+002    5.96898e+002    6.19991e+000    3.05913e+000    4.10606e+000    3.14078e+000    6.98931e-002
    4.82897e+003    6.03139e+002    6.00004e+002    5.96880e+002    6.25915e+000    3.12375e+000    4.16888e+000    3.13540e+000    7.18900e-002
    4.83105e+003    6.03164e+002    5.99967e+002    5.96880e+002    6.28465e+000    3.08688e+000    4.15280e+000    3.19777e+000    7.38870e-002
    4.83306e+003    6.03190e+002    5.99911e+002    5.96926e+002    6.26418e+000    2.98534e+000    4.07828e+000    3.27884e+000    7.48854e-002
    4.83514e+003    6.03167e+002    6.00040e+002    5.96898e+002    6.26892e+000    3.14212e+000    4.18439e+000    3.12680e+000    7.68824e-002
    4.83716e+003    6.03219e+002    6.00013e+002    5.96889e+002    6.33046e+000    3.12374e+000    4.19265e+000    3.20672e+000    7.88793e-002
    4.83925e+003    6.03189e+002    6.00040e+002    5.96843e+002    6.34586e+000    3.19756e+000    4.24699e+000    3.14830e+000    8.08763e-002
    4.84126e+003    6.03244e+002    5.99948e+002    5.96880e+002    6.36373e+000    3.06839e+000    4.16684e+000    3.29533e+000    8.18747e-002
    4.84336e+003    6.03223e+002    6.00050e+002    5.96880e+002    6.34289e+000    3.16987e+000    4.22754e+000    3.17302e+000    8.38717e-002
    4.84545e+003    6.03203e+002    6.00040e+002    5.96880e+002    6.32326e+000    3.16063e+000    4.21484e+000    3.16263e+000    8.58686e-002
    4.84744e+003    6.03217e+002    5.99902e+002    5.96908e+002    6.30955e+000    2.99452e+000    4.09953e+000    3.31503e+000    8.78656e-002
    4.84947e+003    6.03236e+002    5.99967e+002    5.96861e+002    6.37474e+000    3.10530e+000    4.19511e+000    3.26945e+000    8.88640e-002
    4.85156e+003    6.03216e+002    5.99976e+002    5.96898e+002    6.31798e+000    3.07761e+000    4.15773e+000    3.24037e+000    9.08610e-002
    4.85364e+003    6.03243e+002    5.99985e+002    5.96917e+002    6.32627e+000    3.06826e+000    4.15426e+000    3.25802e+000    9.28579e-002
    4.85573e+003    6.03230e+002    6.00087e+002    5.96861e+002    6.36838e+000    3.22517e+000    4.27291e+000    3.14321e+000    9.48549e-002
    4.85776e+003    6.03249e+002    6.00077e+002    5.96898e+002    6.35093e+000    3.17908e+000    4.23637e+000    3.17185e+000    9.58533e-002
    4.85986e+003    6.03288e+002    6.00013e+002    5.96917e+002    6.37109e+000    3.09598e+000    4.18768e+000    3.27511e+000    9.78503e-002
    4.86195e+003    6.03279e+002    6.00040e+002    5.96963e+002    6.31565e+000    3.07743e+000    4.15684e+000    3.23822e+000    9.98472e-002
    4.86397e+003    6.03281e+002    6.00013e+002    5.96889e+002    6.39167e+000    3.12374e+000    4.21305e+000    3.26793e+000    1.01844e-001
    4.86605e+003    6.03308e+002    5.99948e+002    5.96871e+002    6.43767e+000    3.07756e+000    4.19760e+000    3.36010e+000    1.03841e-001
    4.86806e+003    6.03292e+002    5.99976e+002    5.96908e+002    6.38429e+000    3.06836e+000    4.17367e+000    3.31594e+000    1.05838e-001
    4.87014e+003    6.03262e+002    6.00068e+002    5.96926e+002    6.33620e+000    3.14217e+000    4.20684e+000    3.19403e+000    1.07835e-001
    4.87223e+003    6.03290e+002    6.00004e+002    5.96908e+002    6.38220e+000    3.09599e+000    4.19139e+000    3.28621e+000    1.08833e-001
    4.87426e+003    6.03299e+002    5.99994e+002    5.96917e+002    6.38200e+000    3.07750e+000    4.17900e+000    3.30450e+000    1.10830e-001
    4.87634e+003    6.03323e+002    6.00050e+002    5.96908e+002    6.41575e+000    3.14211e+000    4.23332e+000    3.27364e+000    1.12827e-001
    4.87836e+003    6.03335e+002    5.99957e+002    5.96917e+002    6.41822e+000    3.04062e+000    4.16649e+000    3.37760e+000    1.14824e-001
    4.88045e+003    6.03367e+002    5.99994e+002    5.96926e+002    6.44092e+000    3.06833e+000    4.19253e+000    3.37259e+000    1.16821e-001
    4.88255e+003    6.03329e+002    6.00040e+002    5.96963e+002    6.36577e+000    3.07743e+000    4.17355e+000    3.28834e+000    1.17820e-001
    4.88456e+003    6.03358e+002    5.99985e+002    5.96926e+002    6.43204e+000    3.05909e+000    4.18341e+000    3.37295e+000    1.19817e-001
    4.88664e+003    6.03364e+002    5.99939e+002    5.96991e+002    6.37321e+000    2.94828e+000    4.08992e+000    3.42492e+000    1.21814e-001
    4.88873e+003    6.03379e+002    5.99985e+002    5.96963e+002    6.41652e+000    3.02208e+000    4.15356e+000    3.39445e+000    1.22812e-001
    4.89076e+003    6.03370e+002    6.00013e+002    5.96908e+002    6.46269e+000    3.10523e+000    4.22438e+000    3.35745e+000    1.24809e-001
    4.89284e+003    6.03361e+002    6.00059e+002    5.97009e+002    6.35161e+000    3.04973e+000    4.15036e+000    3.30188e+000    1.26806e-001
    4.89494e+003    6.03383e+002    5.99985e+002    5.96944e+002    6.43859e+000    3.04058e+000    4.17325e+000    3.39801e+000    1.27804e-001
    4.89697e+003    6.03396e+002    5.99976e+002    5.96917e+002    6.47889e+000    3.05910e+000    4.19903e+000    3.41979e+000    1.28803e-001
    4.89894e+003    6.03383e+002    6.00022e+002    5.96972e+002    6.41042e+000    3.04978e+000    4.16999e+000    3.36063e+000    1.30800e-001
    4.90098e+003    6.03394e+002    6.00004e+002    5.96954e+002    6.43986e+000    3.04981e+000    4.17983e+000    3.39005e+000    1.32797e-001
    4.90305e+003    6.03407e+002    5.99939e+002    5.96917e+002    6.49001e+000    3.02214e+000    4.17810e+000    3.46787e+000    1.33795e-001
    4.90506e+003    6.03461e+002    5.99939e+002    5.96954e+002    6.50683e+000    2.98521e+000    4.15908e+000    3.52162e+000    1.35792e-001
    4.90714e+003    6.03449e+002    6.00050e+002    5.96963e+002    6.48566e+000    3.08667e+000    4.21967e+000    3.39899e+000    1.37789e-001
    4.90916e+003    6.03501e+002    6.00077e+002    5.96935e+002    6.56541e+000    3.14215e+000    4.28324e+000    3.42326e+000    1.38788e-001
    4.91123e+003    6.03445e+002    6.00031e+002    5.96908e+002    6.53770e+000    3.12363e+000    4.26165e+000    3.41407e+000    1.40785e-001
    4.91326e+003    6.03533e+002    5.99939e+002    5.96944e+002    6.58804e+000    2.99446e+000    4.19232e+000    3.59358e+000    1.42782e-001
    4.91534e+003    6.03491e+002    5.99948e+002    5.96917e+002    6.57407e+000    3.03138e+000    4.21228e+000    3.54269e+000    1.44778e-001
    4.91733e+003    6.03509e+002    5.99967e+002    5.96871e+002    6.63797e+000    3.09604e+000    4.27669e+000    3.54192e+000    1.45777e-001
    4.91936e+003    6.03480e+002    6.00004e+002    5.96935e+002    6.54430e+000    3.06832e+000    4.22698e+000    3.47599e+000    1.47774e-001
    4.92144e+003    6.03477e+002    6.00068e+002    5.96917e+002    6.56026e+000    3.15134e+000    4.28764e+000    3.40892e+000    1.49771e-001
    4.92347e+003    6.03494e+002    6.00022e+002    5.96926e+002    6.56767e+000    3.09605e+000    4.25326e+000    3.47162e+000    1.51768e-001
    4.92555e+003    6.03486e+002    5.99939e+002    5.96963e+002    6.52256e+000    2.97596e+000    4.15816e+000    3.54660e+000    1.52766e-001
    4.92763e+003    6.03522e+002    6.00059e+002    5.96926e+002    6.59628e+000    3.13293e+000    4.28738e+000    3.46335e+000    1.54763e-001
    4.92966e+003    6.03559e+002    5.99948e+002    5.96972e+002    6.58696e+000    2.97594e+000    4.17962e+000    3.61102e+000    1.56760e-001
    4.93173e+003    6.03577e+002    5.99948e+002    5.96991e+002    6.58645e+000    2.95752e+000    4.16716e+000    3.62893e+000    1.57759e-001
    4.93376e+003    6.03567e+002    6.00013e+002    5.96954e+002    6.61375e+000    3.05905e+000    4.24395e+000    3.55470e+000    1.59756e-001
    4.93584e+003    6.03612e+002    6.00022e+002    5.96935e+002    6.67693e+000    3.08680e+000    4.28351e+000    3.59014e+000    1.61753e-001
    4.93794e+003    6.03553e+002    5.99976e+002    5.96926e+002    6.62752e+000    3.04993e+000    4.24246e+000    3.57758e+000    1.63749e-001
    4.93995e+003    6.03622e+002    6.00096e+002    5.96917e+002    6.70534e+000    3.17897e+000    4.35443e+000    3.52637e+000    1.65746e-001
    4.94203e+003    6.03589e+002    5.99976e+002    5.96898e+002    6.69100e+000    3.07761e+000    4.28207e+000    3.61339e+000    1.67743e-001
    4.94406e+003    6.03620e+002    5.99967e+002    5.96926e+002    6.69386e+000    3.04069e+000    4.25842e+000    3.65317e+000    1.68742e-001
    4.94614e+003    6.03642e+002    5.99930e+002    5.96944e+002    6.69720e+000    2.98531e+000    4.22261e+000    3.71190e+000    1.70739e-001
    4.94816e+003    6.03596e+002    5.99994e+002    5.96963e+002    6.63326e+000    3.03132e+000    4.23196e+000    3.60195e+000    1.72736e-001
    4.95023e+003    6.03617e+002    6.00050e+002    5.96898e+002    6.71888e+000    3.15136e+000    4.34053e+000    3.56751e+000    1.74733e-001
    4.95226e+003    6.03619e+002    6.00077e+002    5.96861e+002    6.75730e+000    3.21601e+000    4.39644e+000    3.54129e+000    1.76730e-001
    4.95436e+003    6.03611e+002    5.99994e+002    5.96898e+002    6.71225e+000    3.09601e+000    4.30142e+000    3.61624e+000    1.77728e-001
    4.95644e+003    6.03720e+002    5.99967e+002    5.96917e+002    6.80326e+000    3.04986e+000    4.30099e+000    3.75340e+000    1.79725e-001
    4.95845e+003    6.03688e+002    5.99948e+002    5.96898e+002    6.78970e+000    3.04989e+000    4.29649e+000    3.73981e+000    1.81722e-001
    4.96055e+003    6.03694e+002    6.00022e+002    5.96972e+002    6.72216e+000    3.04978e+000    4.27391e+000    3.67238e+000    1.83719e-001
    4.96264e+003    6.03729e+002    5.99957e+002    5.96889e+002    6.84003e+000    3.06838e+000    4.32560e+000    3.77164e+000    1.84717e-001
    4.96466e+003    6.03680e+002    6.00004e+002    5.96908e+002    6.77269e+000    3.09599e+000    4.32156e+000    3.67670e+000    1.86714e-001
    4.96673e+003    6.03685e+002    6.00013e+002    5.96935e+002    6.75027e+000    3.07756e+000    4.30180e+000    3.67272e+000    1.88711e-001
    4.96883e+003    6.03693e+002    5.99957e+002    5.96991e+002    6.70253e+000    2.96676e+000    4.21202e+000    3.73577e+000    1.90708e-001
    4.97086e+003    6.03718e+002    5.99994e+002    5.96954e+002    6.76417e+000    3.04057e+000    4.28177e+000    3.72360e+000    1.91707e-001
    4.97294e+003    6.03697e+002    5.99939e+002    5.96880e+002    6.81715e+000    3.05915e+000    4.31182e+000    3.75800e+000    1.93704e-001
    4.97506e+003    6.03795e+002    5.99967e+002    5.96926e+002    6.86950e+000    3.04069e+000    4.31696e+000    3.82881e+000    1.95701e-001
    4.97716e+003    6.03775e+002    6.00013e+002    5.96898e+002    6.87668e+000    3.11449e+000    4.36855e+000    3.76220e+000    1.97698e-001
    4.97925e+003    6.03775e+002    6.00013e+002    5.96926e+002    6.84900e+000    3.08681e+000    4.34087e+000    3.76219e+000    1.98696e-001
    4.98126e+003    6.03792e+002    5.99948e+002    5.96898e+002    6.89373e+000    3.04989e+000    4.33117e+000    3.84384e+000    2.00693e-001
    4.98336e+003    6.03805e+002    5.99902e+002    5.96963e+002    6.84201e+000    2.93908e+000    4.24006e+000    3.90293e+000    2.02690e-001
    4.98544e+003    6.03823e+002    5.99902e+002    5.96917e+002    6.90608e+000    2.98526e+000    4.29220e+000    3.92081e+000    2.04687e-001
    4.98745e+003    6.03778e+002    6.00068e+002    5.96972e+002    6.80604e+000    3.09590e+000    4.33261e+000    3.71014e+000    2.05685e-001
    4.98955e+003    6.03818e+002    6.00013e+002    5.96908e+002    6.91064e+000    3.10523e+000    4.37370e+000    3.80541e+000    2.07682e-001
    4.99163e+003    6.03832e+002    6.00013e+002    5.96972e+002    6.86026e+000    3.04054e+000    4.31378e+000    3.81972e+000    2.09679e-001
    4.99366e+003    6.03793e+002    6.00050e+002    5.96963e+002    6.82975e+000    3.08667e+000    4.33437e+000    3.74308e+000    2.11676e-001
    4.99575e+003    6.03861e+002    5.99976e+002    5.96889e+002    6.97242e+000    3.08686e+000    4.38205e+000    3.88556e+000    2.13673e-001
    4.99776e+003    6.03808e+002    5.99957e+002    5.96954e+002    6.85419e+000    3.00369e+000    4.28719e+000    3.85050e+000    2.14672e-001
    4.99986e+003    6.03908e+002    5.99957e+002    5.96908e+002    7.00062e+000    3.04987e+000    4.36679e+000    3.95075e+000    2.16668e-001
    5.00195e+003    6.03892e+002    6.00004e+002    5.96935e+002    6.95637e+000    3.06832e+000    4.36433e+000    3.88806e+000    2.18665e-001
    5.00403e+003    6.03928e+002    5.99911e+002    5.96871e+002    7.05765e+000    3.04069e+000    4.37967e+000    4.01696e+000    2.20662e-001
    5.00606e+003    6.03939e+002    5.99930e+002    5.96926e+002    7.01284e+000    3.00382e+000    4.34016e+000    4.00903e+000    2.21661e-001
    5.00814e+003    6.03924e+002    5.99948e+002    5.96963e+002    6.96132e+000    2.98520e+000    4.31057e+000    3.97612e+000    2.23658e-001
    5.01016e+003    6.03864e+002    6.00087e+002    5.96926e+002    6.93792e+000    3.16056e+000    4.41968e+000    3.77735e+000    2.25655e-001
    5.01225e+003    6.03873e+002    6.00040e+002    5.96963e+002    6.91027e+000    3.07743e+000    4.35505e+000    3.83284e+000    2.27652e-001
    5.01434e+003    6.03940e+002    5.99957e+002    5.96944e+002    6.99580e+000    3.01295e+000    4.34056e+000    3.98285e+000    2.28650e-001
    5.01642e+003    6.03924e+002    5.99948e+002    5.96972e+002    6.95198e+000    2.97594e+000    4.30129e+000    3.97604e+000    2.31646e-001
    5.01845e+003    6.03968e+002    6.00031e+002    5.96871e+002    7.09757e+000    3.16056e+000    4.47290e+000    3.93701e+000    2.32644e-001
    5.02053e+003    6.03956e+002    6.00022e+002    5.96880e+002    7.07592e+000    3.14223e+000    4.45346e+000    3.93369e+000    2.34641e-001
    5.02256e+003    6.03990e+002    5.99939e+002    5.96871e+002    7.11987e+000    3.06832e+000    4.41884e+000    4.05155e+000    2.36638e-001
    5.02464e+003    6.03977e+002    5.99985e+002    5.96954e+002    7.02378e+000    3.03133e+000    4.36214e+000    3.99245e+000    2.38635e-001
    5.02666e+003    6.03982e+002    6.00050e+002    5.96880e+002    7.10246e+000    3.16987e+000    4.48073e+000    3.93259e+000    2.40632e-001
    5.02873e+003    6.03970e+002    6.00022e+002    5.97000e+002    6.97003e+000    3.02211e+000    4.33808e+000    3.94793e+000    2.42629e-001
    5.03083e+003    6.03999e+002    5.99948e+002    5.96935e+002    7.06404e+000    3.01296e+000    4.36332e+000    4.05108e+000    2.44626e-001
    5.03286e+003    6.04017e+002    5.99948e+002    5.96898e+002    7.11884e+000    3.04989e+000    4.40621e+000    4.06896e+000    2.46623e-001
    5.03494e+003    6.04024e+002    5.99985e+002    5.96926e+002    7.09798e+000    3.05909e+000    4.40539e+000    4.03889e+000    2.47621e-001
    5.03706e+003    6.04022e+002    5.99957e+002    5.96935e+002    7.08716e+000    3.02220e+000    4.37719e+000    4.06496e+000    2.49618e-001
    5.03914e+003    6.04017e+002    6.00004e+002    5.96954e+002    7.06284e+000    3.04981e+000    4.38748e+000    4.01303e+000    2.51615e-001
    5.04126e+003    6.04040e+002    6.00013e+002    5.96944e+002    7.09557e+000    3.06830e+000    4.41073e+000    4.02727e+000    2.53612e-001
    5.04334e+003    6.04054e+002    6.00013e+002    5.96908e+002    7.14649e+000    3.10523e+000    4.45232e+000    4.04125e+000    2.54610e-001
    5.04536e+003    6.04072e+002    5.99994e+002    5.96889e+002    7.18337e+000    3.10526e+000    4.46463e+000    4.07811e+000    2.56607e-001
    5.04744e+003    6.04126e+002    5.99957e+002    5.96926e+002    7.20045e+000    3.03145e+000    4.42112e+000    4.16899e+000    2.58604e-001
    5.04953e+003    6.04074e+002    6.00004e+002    5.96871e+002    7.20345e+000    3.13292e+000    4.48976e+000    4.07053e+000    2.60601e-001
    5.05156e+003    6.04130e+002    5.99939e+002    5.96944e+002    7.18565e+000    2.99446e+000    4.39153e+000    4.19119e+000    2.61600e-001
    5.05364e+003    6.04100e+002    5.99948e+002    5.97000e+002    7.09968e+000    2.94827e+000    4.33207e+000    4.15141e+000    2.63597e-001
    5.05576e+003    6.04077e+002    6.00022e+002    5.96880e+002    7.19763e+000    3.14223e+000    4.49403e+000    4.05539e+000    2.65594e-001
    5.05784e+003    6.04114e+002    5.99985e+002    5.96944e+002    7.16905e+000    3.04058e+000    4.41674e+000    4.12847e+000    2.67591e-001
    5.05992e+003    6.04087e+002    6.00096e+002    5.96898e+002    7.18915e+000    3.19748e+000    4.52804e+000    3.99167e+000    2.69588e-001
    5.06195e+003    6.04165e+002    6.00013e+002    5.96880e+002    7.28533e+000    3.13299e+000    4.51711e+000    4.15234e+000    2.71584e-001
    5.06405e+003    6.04169e+002    5.99957e+002    5.96889e+002    7.28015e+000    3.06838e+000    4.47230e+000    4.21177e+000    2.72583e-001
    5.06606e+003    6.04183e+002    6.00013e+002    5.96880e+002    7.30319e+000    3.13299e+000    4.52306e+000    4.17020e+000    2.74580e-001
    5.06814e+003    6.04169e+002    6.00013e+002    5.96871e+002    7.29802e+000    3.14216e+000    4.52745e+000    4.15586e+000    2.76577e-001
    5.07026e+003    6.04193e+002    6.00031e+002    5.96908e+002    7.28596e+000    3.12363e+000    4.51107e+000    4.16233e+000    2.78574e-001
    5.07234e+003    6.04191e+002    5.99957e+002    5.96917e+002    7.27375e+000    3.04062e+000    4.45167e+000    4.23313e+000    2.80571e-001
    5.07442e+003    6.04181e+002    5.99985e+002    5.96908e+002    7.27381e+000    3.07751e+000    4.47628e+000    4.19630e+000    2.81569e-001
    5.07645e+003    6.04202e+002    6.00040e+002    5.96852e+002    7.35020e+000    3.18831e+000    4.57560e+000    4.16189e+000    2.83566e-001
    5.07855e+003    6.04230e+002    5.99976e+002    5.96880e+002    7.34990e+000    3.09612e+000    4.51404e+000    4.25378e+000    2.85563e-001
    5.08055e+003    6.04227e+002    6.00022e+002    5.96898e+002    7.32917e+000    3.12373e+000    4.52554e+000    4.20544e+000    2.87560e-001
    5.08256e+003    6.04276e+002    5.99976e+002    5.96935e+002    7.34093e+000    3.04068e+000    4.47410e+000    4.30025e+000    2.89557e-001
    5.08467e+003    6.04238e+002    6.00059e+002    5.96935e+002    7.30260e+000    3.12367e+000    4.51665e+000    4.17893e+000    2.91554e-001
    5.08676e+003    6.04312e+002    5.99957e+002    5.96889e+002    7.42333e+000    3.06838e+000    4.52003e+000    4.35495e+000    2.93551e-001
    5.08884e+003    6.04299e+002    5.99967e+002    5.96852e+002    7.44730e+000    3.11455e+000    4.55880e+000    4.33275e+000    2.95548e-001
    5.09083e+003    6.04311e+002    6.00050e+002    5.96898e+002    7.41321e+000    3.15136e+000    4.57198e+000    4.26185e+000    2.97545e-001
    5.09286e+003    6.04333e+002    5.99994e+002    5.96871e+002    7.46283e+000    3.12368e+000    4.57007e+000    4.33915e+000    2.98543e-001
    5.09495e+003    6.04322e+002    6.00050e+002    5.96834e+002    7.48858e+000    3.21605e+000    4.64023e+000    4.27253e+000    3.01539e-001
    5.09705e+003    6.04308e+002    6.00013e+002    5.96898e+002    7.40987e+000    3.11449e+000    4.54628e+000    4.29539e+000    3.03536e-001
    5.09913e+003    6.04317e+002    6.00004e+002    5.96871e+002    7.44656e+000    3.13292e+000    4.57080e+000    4.31364e+000    3.04534e-001
    5.10116e+003    6.04353e+002    6.00040e+002    5.96861e+002    7.49125e+000    3.17905e+000    4.61645e+000    4.31220e+000    3.06531e-001
    5.10323e+003    6.04337e+002    5.99976e+002    5.96834e+002    7.50343e+000    3.14230e+000    4.59601e+000    4.36113e+000    3.08528e-001
    5.10526e+003    6.04401e+002    6.00013e+002    5.96926e+002    7.47512e+000    3.08681e+000    4.54958e+000    4.38831e+000    3.10525e-001
    5.10734e+003    6.04400e+002    5.99948e+002    5.96889e+002    7.51079e+000    3.05914e+000    4.54303e+000    4.45165e+000    3.12522e-001
    5.10933e+003    6.04420e+002    5.99939e+002    5.96889e+002    7.53054e+000    3.04990e+000    4.54345e+000    4.48064e+000    3.13520e-001
    5.11136e+003    6.04387e+002    6.00013e+002    5.96917e+002    7.46990e+000    3.09598e+000    4.55395e+000    4.37393e+000    3.15517e-001
