            Time          sigma1          sigma3               u         sigma1'         sigma3'               p               q            eps1
    5.70310e+001    7.30249e+002    7.00029e+002    5.13347e+002    2.16902e+002    1.86681e+002    1.96755e+002    3.02202e+001    1.89761e-002
    5.91100e+001    7.31938e+002    7.00020e+002    5.14419e+002    2.17519e+002    1.85601e+002    1.96240e+002    3.19184e+001    1.99748e-002
    6.11410e+001    7.33484e+002    7.00001e+002    5.15380e+002    2.18104e+002    1.84621e+002    1.95782e+002    3.34827e+001    2.19723e-002
    6.32030e+001    7.35026e+002    7.00084e+002    5.16423e+002    2.18603e+002    1.83661e+002    1.95308e+002    3.49422e+001    2.39698e-002
    6.52350e+001    7.36616e+002    6.99983e+002    5.17449e+002    2.19167e+002    1.82534e+002    1.94745e+002    3.66329e+001    2.49685e-002
    6.73130e+001    7.38102e+002    7.00038e+002    5.18502e+002    2.19601e+002    1.81536e+002    1.94224e+002    3.80645e+001    2.69660e-002
    6.94060e+001    7.39545e+002    7.00047e+002    5.19509e+002    2.20036e+002    1.80538e+002    1.93704e+002    3.94974e+001    2.89635e-002
    7.14220e+001    7.40948e+002    7.00056e+002    5.20488e+002    2.20460e+002    1.79569e+002    1.93199e+002    4.08914e+001    2.99622e-002
    7.34380e+001    7.42285e+002    6.99983e+002    5.21421e+002    2.20864e+002    1.78562e+002    1.92662e+002    4.23024e+001    3.19597e-002
    7.55160e+001    7.43625e+002    7.00047e+002    5.22391e+002    2.21234e+002    1.77656e+002    1.92182e+002    4.35779e+001    3.39572e-002
    7.76410e+001    7.44793e+002    7.00056e+002    5.23333e+002    2.21460e+002    1.76723e+002    1.91636e+002    4.47365e+001    3.49560e-002
    7.97030e+001    7.46010e+002    7.00038e+002    5.24229e+002    2.21781e+002    1.75809e+002    1.91133e+002    4.59720e+001    3.69534e-002
    8.17190e+001    7.47065e+002    6.99983e+002    5.25107e+002    2.21958e+002    1.74876e+002    1.90570e+002    4.70819e+001    3.89509e-002
    8.37350e+001    7.48071e+002    7.00020e+002    5.25929e+002    2.22143e+002    1.74091e+002    1.90108e+002    4.80517e+001    3.99497e-002
    8.58130e+001    7.49095e+002    7.00010e+002    5.26852e+002    2.22242e+002    1.73158e+002    1.89519e+002    4.90843e+001    4.19471e-002
    8.78280e+001    7.50075e+002    7.00001e+002    5.27628e+002    2.22447e+002    1.72373e+002    1.89064e+002    5.00740e+001    4.29459e-002
    8.99380e+001    7.51075e+002    6.99983e+002    5.28377e+002    2.22698e+002    1.71606e+002    1.88637e+002    5.10921e+001    4.49434e-002
    9.20160e+001    7.52139e+002    7.00038e+002    5.29254e+002    2.22885e+002    1.70784e+002    1.88151e+002    5.21009e+001    4.59421e-002
    9.41100e+001    7.53248e+002    7.00066e+002    5.30123e+002    2.23126e+002    1.69943e+002    1.87671e+002    5.31826e+001    4.79396e-002
    9.62350e+001    7.54267e+002    7.00010e+002    5.30936e+002    2.23331e+002    1.69075e+002    1.87160e+002    5.42562e+001    4.99371e-002
    9.83130e+001    7.55147e+002    7.00010e+002    5.31795e+002    2.23352e+002    1.68216e+002    1.86595e+002    5.51367e+001    5.19346e-002
    1.00328e+002    7.55921e+002    7.00103e+002    5.32478e+002    2.23443e+002    1.67624e+002    1.86231e+002    5.58189e+001    5.29333e-002
    1.02438e+002    7.56772e+002    7.00038e+002    5.33300e+002    2.23472e+002    1.66738e+002    1.85649e+002    5.67340e+001    5.49308e-002
    1.04500e+002    7.57711e+002    7.00020e+002    5.34085e+002    2.23625e+002    1.65934e+002    1.85164e+002    5.76910e+001    5.59295e-002
    1.06531e+002    7.58603e+002    7.00047e+002    5.34806e+002    2.23797e+002    1.65241e+002    1.84760e+002    5.85559e+001    5.79270e-002
    1.08610e+002    7.59458e+002    6.99964e+002    5.35536e+002    2.23922e+002    1.64428e+002    1.84260e+002    5.94938e+001    5.89258e-002
    1.10625e+002    7.60317e+002    6.99946e+002    5.36275e+002    2.24042e+002    1.63671e+002    1.83795e+002    6.03709e+001    6.09232e-002
    1.12735e+002    7.61225e+002    7.00020e+002    5.37162e+002    2.24064e+002    1.62858e+002    1.83260e+002    6.12055e+001    6.19220e-002
    1.14735e+002    7.62006e+002    7.00093e+002    5.37919e+002    2.24087e+002    1.62174e+002    1.82812e+002    6.19130e+001    6.39195e-002
    1.16813e+002    7.62846e+002    7.00010e+002    5.38658e+002    2.24188e+002    1.61352e+002    1.82298e+002    6.28358e+001    6.59169e-002
    1.18828e+002    7.63714e+002    6.99918e+002    5.39443e+002    2.24271e+002    1.60475e+002    1.81740e+002    6.37956e+001    6.69157e-002
    1.20906e+002    7.64578e+002    6.99955e+002    5.40210e+002    2.24369e+002    1.59745e+002    1.81286e+002    6.46235e+001    6.89132e-002
    1.22938e+002    7.65337e+002    7.00139e+002    5.40921e+002    2.24416e+002    1.59218e+002    1.80951e+002    6.51973e+001    6.99119e-002
    1.25000e+002    7.66094e+002    7.00020e+002    5.41789e+002    2.24305e+002    1.58230e+002    1.80255e+002    6.60745e+001    7.19094e-002
    1.27031e+002    7.66958e+002    6.99973e+002    5.42501e+002    2.24458e+002    1.57473e+002    1.79801e+002    6.69849e+001    7.39069e-002
    1.29110e+002    7.67671e+002    7.00066e+002    5.43221e+002    2.24449e+002    1.56844e+002    1.79379e+002    6.76048e+001    7.59044e-002
    1.31125e+002    7.68441e+002    7.00075e+002    5.44025e+002    2.24416e+002    1.56050e+002    1.78839e+002    6.83658e+001    7.69031e-002
    1.33235e+002    7.69144e+002    7.00038e+002    5.44745e+002    2.24398e+002    1.55293e+002    1.78328e+002    6.91059e+001    7.89006e-002
    1.35313e+002    7.70019e+002    6.99992e+002    5.45484e+002    2.24535e+002    1.54507e+002    1.77850e+002    7.00273e+001    8.08981e-002
    1.37328e+002    7.70643e+002    7.00038e+002    5.46223e+002    2.24420e+002    1.53815e+002    1.77350e+002    7.06054e+001    8.28956e-002
    1.39406e+002    7.71396e+002    6.99992e+002    5.46972e+002    2.24424e+002    1.53020e+002    1.76822e+002    7.14038e+001    8.48930e-002
    1.41438e+002    7.71990e+002    7.00010e+002    5.47711e+002    2.24280e+002    1.52300e+002    1.76293e+002    7.19800e+001    8.58918e-002
    1.43516e+002    7.72739e+002    6.99983e+002    5.48450e+002    2.24289e+002    1.51533e+002    1.75785e+002    7.27560e+001    8.78893e-002
    1.45594e+002    7.73454e+002    7.00075e+002    5.49179e+002    2.24275e+002    1.50896e+002    1.75355e+002    7.33794e+001    8.98867e-002
    1.47610e+002    7.74010e+002    7.00084e+002    5.49854e+002    2.24157e+002    1.50230e+002    1.74873e+002    7.39264e+001    9.18842e-002
    1.49625e+002    7.74581e+002    7.00029e+002    5.50556e+002    2.24025e+002    1.49473e+002    1.74324e+002    7.45523e+001    9.28830e-002
    1.51735e+002    7.75171e+002    7.00204e+002    5.51184e+002    2.23987e+002    1.49020e+002    1.74009e+002    7.49665e+001    9.48805e-002
    1.53797e+002    7.75761e+002    7.00001e+002    5.51867e+002    2.23893e+002    1.48134e+002    1.73387e+002    7.57597e+001    9.68779e-002
    1.55813e+002    7.76258e+002    7.00139e+002    5.52514e+002    2.23744e+002    1.47625e+002    1.72998e+002    7.61184e+001    9.78767e-002
    1.57828e+002    7.76841e+002    7.00020e+002    5.53068e+002    2.23773e+002    1.46951e+002    1.72559e+002    7.68217e+001    9.98742e-002
    1.59906e+002    7.77378e+002    7.00001e+002    5.53752e+002    2.23626e+002    1.46249e+002    1.72042e+002    7.73769e+001    1.01872e-001
    1.61938e+002    7.78009e+002    6.99983e+002    5.54408e+002    2.23602e+002    1.45575e+002    1.71584e+002    7.80266e+001    1.02870e-001
    1.63938e+002    7.78496e+002    7.00010e+002    5.54953e+002    2.23544e+002    1.45058e+002    1.71220e+002    7.84861e+001    1.04868e-001
    1.66016e+002    7.79024e+002    7.00084e+002    5.55655e+002    2.23370e+002    1.44429e+002    1.70743e+002    7.89403e+001    1.06865e-001
    1.68031e+002    7.79550e+002    7.00038e+002    5.56172e+002    2.23378e+002    1.43866e+002    1.70370e+002    7.95116e+001    1.07864e-001
    1.70094e+002    7.79998e+002    7.00093e+002    5.56911e+002    2.23087e+002    1.43182e+002    1.69817e+002    7.99051e+001    1.09862e-001
    1.72110e+002    7.80475e+002    7.00020e+002    5.57391e+002    2.23083e+002    1.42628e+002    1.69447e+002    8.04550e+001    1.11859e-001
    1.74125e+002    7.80983e+002    7.00020e+002    5.58010e+002    2.22973e+002    1.42009e+002    1.68997e+002    8.09632e+001    1.12858e-001
    1.76235e+002    7.81504e+002    7.00038e+002    5.58666e+002    2.22838e+002    1.41372e+002    1.68527e+002    8.14664e+001    1.14855e-001
    1.78313e+002    7.82014e+002    6.99992e+002    5.59276e+002    2.22738e+002    1.40716e+002    1.68057e+002    8.20224e+001    1.16853e-001
    1.80328e+002    7.82390e+002    6.99964e+002    5.59821e+002    2.22569e+002    1.40143e+002    1.67619e+002    8.24260e+001    1.18850e-001
    1.82406e+002    7.82900e+002    6.99955e+002    5.60338e+002    2.22562e+002    1.39617e+002    1.67265e+002    8.29453e+001    1.19849e-001
    1.84422e+002    7.83331e+002    7.00029e+002    5.60985e+002    2.22346e+002    1.39044e+002    1.66811e+002    8.33020e+001    1.21846e-001
    1.86438e+002    7.83792e+002    7.00093e+002    5.61530e+002    2.22262e+002    1.38564e+002    1.66463e+002    8.36983e+001    1.23844e-001
    1.88500e+002    7.84172e+002    7.00029e+002    5.62075e+002    2.22097e+002    1.37954e+002    1.66002e+002    8.41433e+001    1.25841e-001
    1.90516e+002    7.84592e+002    7.00103e+002    5.62740e+002    2.21852e+002    1.37363e+002    1.65526e+002    8.44895e+001    1.26840e-001
    1.92531e+002    7.85036e+002    6.99992e+002    5.63211e+002    2.21825e+002    1.36781e+002    1.65129e+002    8.50444e+001    1.28838e-001
    1.94594e+002    7.85427e+002    7.00047e+002    5.63784e+002    2.21644e+002    1.36264e+002    1.64724e+002    8.53800e+001    1.30835e-001
    1.96610e+002    7.85784e+002    7.00047e+002    5.64273e+002    2.21510e+002    1.35774e+002    1.64353e+002    8.57363e+001    1.31834e-001
    1.98625e+002    7.86242e+002    6.99955e+002    5.64883e+002    2.21359e+002    1.35072e+002    1.63834e+002    8.62868e+001    1.33831e-001
    2.00735e+002    7.86616e+002    7.00001e+002    5.65419e+002    2.21198e+002    1.34582e+002    1.63454e+002    8.66153e+001    1.35829e-001
    2.02797e+002    7.86961e+002    7.00056e+002    5.65899e+002    2.21062e+002    1.34157e+002    1.63126e+002    8.69045e+001    1.36828e-001
    2.04813e+002    7.87385e+002    7.00056e+002    5.66463e+002    2.20923e+002    1.33594e+002    1.62704e+002    8.73288e+001    1.38825e-001
    2.06828e+002    7.87778e+002    7.00066e+002    5.67017e+002    2.20762e+002    1.33049e+002    1.62287e+002    8.77127e+001    1.40823e-001
    2.08906e+002    7.88179e+002    7.00010e+002    5.67469e+002    2.20710e+002    1.32541e+002    1.61931e+002    8.81688e+001    1.41821e-001
    2.10922e+002    7.88439e+002    7.00038e+002    5.68042e+002    2.20397e+002    1.31996e+002    1.61463e+002    8.84006e+001    1.43819e-001
    2.13000e+002    7.88796e+002    7.00010e+002    5.68569e+002    2.20228e+002    1.31442e+002    1.61037e+002    8.87859e+001    1.45816e-001
    2.15016e+002    7.89181e+002    7.00029e+002    5.69058e+002    2.20122e+002    1.30971e+002    1.60688e+002    8.91518e+001    1.47814e-001
    2.17031e+002    7.89571e+002    7.00066e+002    5.69548e+002    2.20024e+002    1.30518e+002    1.60353e+002    8.95056e+001    1.49811e-001
    2.19110e+002    7.89871e+002    7.00056e+002    5.70084e+002    2.19787e+002    1.29973e+002    1.59911e+002    8.98145e+001    1.51809e-001
    2.21094e+002    7.90125e+002    6.99973e+002    5.70582e+002    2.19543e+002    1.29391e+002    1.59442e+002    9.01516e+001    1.53806e-001
    2.23110e+002    7.90462e+002    7.00010e+002    5.70998e+002    2.19464e+002    1.29012e+002    1.59163e+002    9.04513e+001    1.55804e-001
    2.25125e+002    7.90770e+002    6.99964e+002    5.71469e+002    2.19301e+002    1.28495e+002    1.58764e+002    9.08057e+001    1.56802e-001
    2.27235e+002    7.90975e+002    7.00010e+002    5.71949e+002    2.19026e+002    1.28061e+002    1.58382e+002    9.09646e+001    1.58800e-001
    2.29313e+002    7.91265e+002    7.00047e+002    5.72448e+002    2.18817e+002    1.27599e+002    1.58005e+002    9.12180e+001    1.60797e-001
    2.31328e+002    7.91560e+002    7.00029e+002    5.72892e+002    2.18669e+002    1.27137e+002    1.57648e+002    9.15317e+001    1.61796e-001
    2.33438e+002    7.91880e+002    7.00010e+002    5.73372e+002    2.18508e+002    1.26638e+002    1.57261e+002    9.18696e+001    1.63794e-001
    2.35500e+002    7.92187e+002    7.00001e+002    5.73815e+002    2.18371e+002    1.26186e+002    1.56914e+002    9.21856e+001    1.65791e-001
    2.37516e+002    7.92515e+002    7.00010e+002    5.74222e+002    2.18293e+002    1.25788e+002    1.56623e+002    9.25044e+001    1.67789e-001
    2.39531e+002    7.92739e+002    7.00038e+002    5.74758e+002    2.17981e+002    1.25280e+002    1.56181e+002    9.27010e+001    1.68787e-001
    2.41610e+002    7.93010e+002    7.00010e+002    5.75136e+002    2.17874e+002    1.24874e+002    1.55874e+002    9.29996e+001    1.70785e-001
    2.43625e+002    7.93159e+002    7.00047e+002    5.75571e+002    2.17589e+002    1.24477e+002    1.55514e+002    9.31120e+001    1.72782e-001
    2.45719e+002    7.93453e+002    7.00047e+002    5.76032e+002    2.17421e+002    1.24015e+002    1.55150e+002    9.34060e+001    1.74780e-001
    2.47735e+002    7.93698e+002    6.99992e+002    5.76457e+002    2.17241e+002    1.23535e+002    1.54770e+002    9.37066e+001    1.75779e-001
    2.49797e+002    7.93961e+002    7.00020e+002    5.76818e+002    2.17144e+002    1.23202e+002    1.54516e+002    9.39418e+001    1.77776e-001
    2.51813e+002    7.94218e+002    6.99992e+002    5.77298e+002    2.16920e+002    1.22694e+002    1.54103e+002    9.42260e+001    1.79773e-001
    2.53828e+002    7.94543e+002    7.00066e+002    5.77658e+002    2.16885e+002    1.22408e+002    1.53900e+002    9.44774e+001    1.81771e-001
    2.55938e+002    7.94740e+002    7.00066e+002    5.78102e+002    2.16638e+002    1.21964e+002    1.53522e+002    9.46740e+001    1.83768e-001
    2.58000e+002    7.94988e+002    6.99946e+002    5.78582e+002    2.16406e+002    1.21364e+002    1.53045e+002    9.50420e+001    1.84767e-001
    2.60031e+002    7.95198e+002    7.00020e+002    5.78942e+002    2.16255e+002    1.21077e+002    1.52803e+002    9.51780e+001    1.86765e-001
    2.62110e+002    7.95432e+002    7.00112e+002    5.79358e+002    2.16075e+002    1.20754e+002    1.52528e+002    9.53206e+001    1.88762e-001
    2.64235e+002    7.95661e+002    7.00010e+002    5.79810e+002    2.15850e+002    1.20200e+002    1.52083e+002    9.56506e+001    1.90760e-001
    2.66313e+002    7.95855e+002    6.99992e+002    5.80171e+002    2.15684e+002    1.19821e+002    1.51775e+002    9.58632e+001    1.91758e-001
    2.68328e+002    7.96113e+002    7.00093e+002    5.80614e+002    2.15499e+002    1.19479e+002    1.51486e+002    9.60198e+001    1.93756e-001
    2.70453e+002    7.96395e+002    7.00029e+002    5.81011e+002    2.15384e+002    1.19017e+002    1.51140e+002    9.63667e+001    1.95753e-001
    2.72516e+002    7.96608e+002    6.99937e+002    5.81409e+002    2.15199e+002    1.18528e+002    1.50752e+002    9.66713e+001    1.97751e-001
    2.74531e+002    7.96769e+002    7.00121e+002    5.81787e+002    2.14982e+002    1.18334e+002    1.50550e+002    9.66481e+001    1.99748e-001
    2.76610e+002    7.97019e+002    7.00056e+002    5.82221e+002    2.14798e+002    1.17835e+002    1.50156e+002    9.69630e+001    2.00747e-001
    2.78625e+002    7.97242e+002    7.00001e+002    5.82582e+002    2.14660e+002    1.17419e+002    1.49833e+002    9.72410e+001    2.02745e-001
    2.80703e+002    7.97444e+002    6.99973e+002    5.82951e+002    2.14493e+002    1.17022e+002    1.49513e+002    9.74711e+001    2.04742e-001
    2.82719e+002    7.97537e+002    7.00020e+002    5.83311e+002    2.14226e+002    1.16708e+002    1.49214e+002    9.75177e+001    2.06740e-001
    2.84735e+002    7.97768e+002    6.99992e+002    5.83681e+002    2.14088e+002    1.16311e+002    1.48903e+002    9.77766e+001    2.08737e-001
    2.86813e+002    7.97962e+002    7.00075e+002    5.84134e+002    2.13828e+002    1.15941e+002    1.48570e+002    9.78871e+001    2.10734e-001
    2.88828e+002    7.98184e+002    7.00038e+002    5.84420e+002    2.13764e+002    1.15618e+002    1.48333e+002    9.81462e+001    2.12732e-001
    2.90891e+002    7.98308e+002    7.00056e+002    5.84826e+002    2.13482e+002    1.15230e+002    1.47981e+002    9.82516e+001    2.14729e-001
    2.92906e+002    7.98519e+002    6.99973e+002    5.85214e+002    2.13305e+002    1.14759e+002    1.47608e+002    9.85460e+001    2.15728e-001
    2.94922e+002    7.98628e+002    7.00047e+002    5.85575e+002    2.13054e+002    1.14473e+002    1.47333e+002    9.85811e+001    2.17726e-001
    2.97078e+002    7.98851e+002    7.00056e+002    5.85935e+002    2.12916e+002    1.14122e+002    1.47053e+002    9.87949e+001    2.19723e-001
    2.99094e+002    7.98928e+002    6.99992e+002    5.86304e+002    2.12624e+002    1.13687e+002    1.46666e+002    9.89363e+001    2.21721e-001
    3.01125e+002    7.99121e+002    7.00047e+002    5.86517e+002    2.12604e+002    1.13530e+002    1.46555e+002    9.90736e+001    2.22719e-001
    3.03235e+002    7.99359e+002    7.00038e+002    5.86988e+002    2.12371e+002    1.13050e+002    1.46157e+002    9.93208e+001    2.24717e-001
    3.05313e+002    7.99464e+002    7.00112e+002    5.87293e+002    2.12171e+002    1.12819e+002    1.45937e+002    9.93523e+001    2.26714e-001
    3.07328e+002    7.99644e+002    7.00020e+002    5.87662e+002    2.11981e+002    1.12357e+002    1.45565e+002    9.96240e+001    2.28712e-001
    3.09406e+002    7.99793e+002    7.00038e+002    5.87986e+002    2.11807e+002    1.12052e+002    1.45304e+002    9.97550e+001    2.30709e-001
    3.11422e+002    7.99866e+002    7.00167e+002    5.88318e+002    2.11548e+002    1.11849e+002    1.45082e+002    9.96986e+001    2.31708e-001
    3.13531e+002    8.00030e+002    7.00029e+002    5.88706e+002    2.11324e+002    1.11323e+002    1.44656e+002    1.00001e+002    2.33706e-001
    3.15594e+002    8.00165e+002    7.00130e+002    5.89029e+002    2.11136e+002    1.11101e+002    1.44446e+002    1.00035e+002    2.35703e-001
    3.17625e+002    8.00391e+002    6.99992e+002    5.89288e+002    2.11103e+002    1.10704e+002    1.44170e+002    1.00399e+002    2.37700e-001
    3.19735e+002    8.00511e+002    7.00047e+002    5.89611e+002    2.10899e+002    1.10436e+002    1.43924e+002    1.00463e+002    2.39698e-001
    3.21797e+002    8.00674e+002    7.00038e+002    5.89990e+002    2.10683e+002    1.10048e+002    1.43593e+002    1.00636e+002    2.40697e-001
    3.23813e+002    8.00859e+002    6.99955e+002    5.90323e+002    2.10536e+002    1.09632e+002    1.43267e+002    1.00904e+002    2.42694e-001
    3.25828e+002    8.01015e+002    7.00075e+002    5.90618e+002    2.10397e+002    1.09457e+002    1.43103e+002    1.00941e+002    2.44692e-001
    3.27891e+002    8.01096e+002    7.00075e+002    5.90868e+002    2.10229e+002    1.09207e+002    1.42881e+002    1.01021e+002    2.46689e-001
    3.29922e+002    8.01182e+002    7.00020e+002    5.91329e+002    2.09852e+002    1.08690e+002    1.42411e+002    1.01162e+002    2.48687e-001
    3.32031e+002    8.01332e+002    7.00038e+002    5.91551e+002    2.09781e+002    1.08487e+002    1.42251e+002    1.01294e+002    2.49685e-001
    3.34094e+002    8.01530e+002    7.00047e+002    5.91810e+002    2.09720e+002    1.08237e+002    1.42065e+002    1.01483e+002    2.51683e-001
    3.36110e+002    8.01608e+002    7.00010e+002    5.92179e+002    2.09428e+002    1.07831e+002    1.41697e+002    1.01597e+002    2.53680e-001
    3.38125e+002    8.01691e+002    6.99983e+002    5.92420e+002    2.09271e+002    1.07563e+002    1.41466e+002    1.01708e+002    2.55678e-001
    3.40203e+002    8.01822e+002    7.00038e+002    5.92706e+002    2.09116e+002    1.07332e+002    1.41260e+002    1.01784e+002    2.56677e-001
    3.42219e+002    8.01936e+002    7.00103e+002    5.93057e+002    2.08880e+002    1.07046e+002    1.40990e+002    1.01834e+002    2.58674e-001
    3.44235e+002    8.02092e+002    6.99955e+002    5.93362e+002    2.08730e+002    1.06593e+002    1.40639e+002    1.02137e+002    2.60672e-001
    3.46297e+002    8.02155e+002    6.99992e+002    5.93648e+002    2.08507e+002    1.06344e+002    1.40398e+002    1.02163e+002    2.61670e-001
    3.48328e+002    8.02323e+002    6.99992e+002    5.93953e+002    2.08370e+002    1.06039e+002    1.40149e+002    1.02331e+002    2.63668e-001
    3.50391e+002    8.02480e+002    7.00038e+002    5.94267e+002    2.08213e+002    1.05771e+002    1.39918e+002    1.02442e+002    2.65665e-001
    3.52422e+002    8.02571e+002    7.00075e+002    5.94581e+002    2.07990e+002    1.05494e+002    1.39659e+002    1.02497e+002    2.67663e-001
    3.54500e+002    8.02667e+002    7.00038e+002    5.94720e+002    2.07948e+002    1.05318e+002    1.39528e+002    1.02629e+002    2.69660e-001
    3.56531e+002    8.02854e+002    7.00047e+002    5.95117e+002    2.07737e+002    1.04930e+002    1.39199e+002    1.02807e+002    2.71658e-001
    3.58610e+002    8.02942e+002    7.00038e+002    5.95366e+002    2.07575e+002    1.04672e+002    1.38973e+002    1.02904e+002    2.72656e-001
    3.60625e+002    8.03064e+002    7.00029e+002    5.95671e+002    2.07393e+002    1.04358e+002    1.38703e+002    1.03035e+002    2.74654e-001
    3.62735e+002    8.03070e+002    6.99973e+002    5.95994e+002    2.07076e+002    1.03979e+002    1.38345e+002    1.03097e+002    2.76651e-001
    3.64828e+002    8.03185e+002    7.00103e+002    5.96207e+002    2.06978e+002    1.03896e+002    1.38257e+002    1.03083e+002    2.78649e-001
    3.66906e+002    8.03259e+002    7.00084e+002    5.96512e+002    2.06747e+002    1.03572e+002    1.37964e+002    1.03175e+002    2.80646e-001
    3.68922e+002    8.03313e+002    7.00056e+002    5.96706e+002    2.06607e+002    1.03351e+002    1.37770e+002    1.03257e+002    2.82644e-001
    3.71000e+002    8.03428e+002    6.99983e+002    5.96983e+002    2.06445e+002    1.03000e+002    1.37482e+002    1.03445e+002    2.84641e-001
    3.73031e+002    8.03542e+002    7.00029e+002    5.97297e+002    2.06245e+002    1.02732e+002    1.37236e+002    1.03513e+002    2.86639e-001
    3.75110e+002    8.03646e+002    7.00056e+002    5.97556e+002    2.06091e+002    1.02501e+002    1.37031e+002    1.03590e+002    2.88636e-001
    3.77235e+002    8.03736e+002    7.00020e+002    5.97786e+002    2.05949e+002    1.02233e+002    1.36805e+002    1.03716e+002    2.89635e-001
    3.79297e+002    8.03830e+002    6.99973e+002    5.98082e+002    2.05748e+002    1.01891e+002    1.36510e+002    1.03856e+002    2.91633e-001
    3.81313e+002    8.03878e+002    7.00093e+002    5.98341e+002    2.05538e+002    1.01753e+002    1.36348e+002    1.03785e+002    2.93630e-001
    3.83328e+002    8.04006e+002    7.00056e+002    5.98525e+002    2.05481e+002    1.01531e+002    1.36181e+002    1.03950e+002    2.95628e-001
    3.85406e+002    8.03978e+002    7.00084e+002    5.98756e+002    2.05222e+002    1.01328e+002    1.35959e+002    1.03894e+002    2.96626e-001
    3.87422e+002    8.04151e+002    7.00093e+002    5.99061e+002    2.05090e+002    1.01032e+002    1.35718e+002    1.04057e+002    2.98624e-001
