            Time          sigma1          sigma3               u         sigma1'         sigma3'               p               q            eps1
             [s]           [kPa]           [kPa]           [kPa]           [kPa]           [kPa]           [kPa]           [kPa]             [%]

    5.51699e+003    7.19686e+002    6.99781e+002    6.90977e+002    2.87094e+001    8.80448e+000    1.54395e+001    1.99050e+001    6.51142e-001
    5.51900e+003    7.19743e+002    6.99772e+002    6.90912e+002    2.88306e+001    8.85984e+000    1.55167e+001    1.99707e+001    6.53149e-001
    5.52108e+003    7.19792e+002    6.99763e+002    6.90903e+002    2.88893e+001    8.85986e+000    1.55364e+001    2.00295e+001    6.55155e-001
    5.52311e+003    7.19889e+002    6.99818e+002    6.90903e+002    2.89861e+001    8.91521e+000    1.56055e+001    2.00709e+001    6.56159e-001
    5.52521e+003    7.19927e+002    6.99827e+002    6.90875e+002    2.90516e+001    8.95221e+000    1.56520e+001    2.00994e+001    6.58165e-001
    5.52728e+003    7.20024e+002    6.99800e+002    6.90857e+002    2.91672e+001    8.94292e+000    1.56843e+001    2.02243e+001    6.60172e-001
    5.52932e+003    7.20062e+002    6.99790e+002    6.90792e+002    2.92703e+001    8.99837e+000    1.57557e+001    2.02719e+001    6.61175e-001
    5.53141e+003    7.20111e+002    6.99864e+002    6.90810e+002    2.93007e+001    9.05370e+000    1.58027e+001    2.02470e+001    6.63182e-001
    5.53349e+003    7.20163e+002    6.99763e+002    6.90783e+002    2.93803e+001    8.97998e+000    1.57801e+001    2.04004e+001    6.65188e-001
    5.53561e+003    7.20270e+002    6.99772e+002    6.90783e+002    2.94874e+001    8.98922e+000    1.58219e+001    2.04982e+001    6.67195e-001
    5.53769e+003    7.20313e+002    6.99772e+002    6.90755e+002    2.95585e+001    9.01690e+000    1.58641e+001    2.05416e+001    6.69202e-001
    5.53968e+003    7.20369e+002    6.99818e+002    6.90718e+002    2.96506e+001    9.09995e+000    1.59502e+001    2.05507e+001    6.71208e-001
    5.54171e+003    7.20401e+002    6.99818e+002    6.90663e+002    2.97387e+001    9.15538e+000    1.60165e+001    2.05834e+001    6.72212e-001
    5.54378e+003    7.20480e+002    6.99809e+002    6.90672e+002    2.98079e+001    9.13689e+000    1.60272e+001    2.06710e+001    6.74218e-001
    5.54582e+003    7.20525e+002    6.99800e+002    6.90644e+002    2.98811e+001    9.15541e+000    1.60640e+001    2.07257e+001    6.76225e-001
    5.54791e+003    7.20606e+002    6.99781e+002    6.90616e+002    2.99896e+001    9.16469e+000    1.61063e+001    2.08249e+001    6.78231e-001
    5.54999e+003    7.20663e+002    6.99882e+002    6.90607e+002    3.00558e+001    9.27533e+000    1.62022e+001    2.07805e+001    6.80238e-001
    5.55211e+003    7.20745e+002    6.99809e+002    6.90589e+002    3.01563e+001    9.22008e+000    1.61988e+001    2.09362e+001    6.82245e-001
    5.55419e+003    7.20818e+002    6.99790e+002    6.90542e+002    3.02758e+001    9.24779e+000    1.62571e+001    2.10281e+001    6.83248e-001
    5.55633e+003    7.20862e+002    6.99790e+002    6.90515e+002    3.03473e+001    9.27546e+000    1.62994e+001    2.10718e+001    6.85254e-001
    5.55840e+003    7.20912e+002    6.99763e+002    6.90469e+002    3.04431e+001    9.29401e+000    1.63437e+001    2.11491e+001    6.87261e-001
    5.56041e+003    7.20971e+002    6.99790e+002    6.90487e+002    3.04838e+001    9.30322e+000    1.63634e+001    2.11805e+001    6.89268e-001
    5.56238e+003    7.21008e+002    6.99818e+002    6.90441e+002    3.05673e+001    9.37713e+000    1.64405e+001    2.11901e+001    6.90271e-001
    5.56441e+003    7.21082e+002    6.99781e+002    6.90478e+002    3.06039e+001    9.30324e+000    1.64035e+001    2.13007e+001    6.92278e-001
    5.56649e+003    7.21135e+002    6.99818e+002    6.90469e+002    3.06668e+001    9.34937e+000    1.64552e+001    2.13174e+001    6.94284e-001
    5.56850e+003    7.21238e+002    6.99735e+002    6.90395e+002    3.08433e+001    9.34032e+000    1.65080e+001    2.15029e+001    6.95287e-001
    5.57060e+003    7.21316e+002    6.99809e+002    6.90395e+002    3.09210e+001    9.41407e+000    1.65831e+001    2.15070e+001    6.97294e-001
    5.57258e+003    7.21318e+002    6.99763e+002    6.90348e+002    3.09700e+001    9.41414e+000    1.65994e+001    2.15559e+001    6.99301e-001
    5.57461e+003    7.21409e+002    6.99763e+002    6.90358e+002    3.10518e+001    9.40488e+000    1.66205e+001    2.16469e+001    7.00304e-001
    5.57669e+003    7.21452e+002    6.99800e+002    6.90284e+002    3.11683e+001    9.51562e+000    1.67332e+001    2.16527e+001    7.02311e-001
    5.57882e+003    7.21583e+002    6.99735e+002    6.90275e+002    3.13085e+001    9.46036e+000    1.67431e+001    2.18482e+001    7.04317e-001
    5.58091e+003    7.21585e+002    6.99772e+002    6.90265e+002    3.13200e+001    9.50649e+000    1.67777e+001    2.18135e+001    7.06324e-001
    5.58288e+003    7.21662e+002    6.99753e+002    6.90265e+002    3.13969e+001    9.48801e+000    1.67910e+001    2.19089e+001    7.07327e-001
    5.58493e+003    7.21688e+002    6.99800e+002    6.90191e+002    3.14965e+001    9.60807e+000    1.69042e+001    2.18885e+001    7.09334e-001
    5.58699e+003    7.21750e+002    6.99800e+002    6.90118e+002    3.16324e+001    9.68193e+000    1.69987e+001    2.19504e+001    7.11340e-001
    5.58900e+003    7.21830e+002    6.99800e+002    6.90182e+002    3.16477e+001    9.61724e+000    1.69607e+001    2.20305e+001    7.12344e-001
    5.59110e+003    7.21873e+002    6.99864e+002    6.90182e+002    3.16911e+001    9.68184e+000    1.70183e+001    2.20093e+001    7.14350e-001
    5.59311e+003    7.21941e+002    6.99790e+002    6.90182e+002    3.17587e+001    9.60800e+000    1.69916e+001    2.21507e+001    7.15354e-001
    5.59521e+003    7.22034e+002    6.99717e+002    6.90108e+002    3.19258e+001    9.60819e+000    1.70474e+001    2.23177e+001    7.17360e-001
    5.59730e+003    7.22064e+002    6.99809e+002    6.90081e+002    3.19833e+001    9.72810e+000    1.71465e+001    2.22552e+001    7.19367e-001
    5.59933e+003    7.22163e+002    6.99836e+002    6.90108e+002    3.20550e+001    9.72806e+000    1.71704e+001    2.23270e+001    7.20370e-001
    5.60141e+003    7.22223e+002    6.99735e+002    6.90044e+002    3.21790e+001    9.69136e+000    1.71872e+001    2.24877e+001    7.22377e-001
    5.60349e+003    7.22325e+002    6.99763e+002    6.90025e+002    3.23002e+001    9.73742e+000    1.72584e+001    2.25628e+001    7.24383e-001
    5.60561e+003    7.22288e+002    6.99846e+002    6.90007e+002    3.22814e+001    9.83892e+000    1.73197e+001    2.24424e+001    7.26390e-001
    5.60769e+003    7.22364e+002    6.99800e+002    6.90016e+002    3.23480e+001    9.78355e+000    1.73050e+001    2.25644e+001    7.27393e-001
    5.60978e+003    7.22461e+002    6.99753e+002    6.89933e+002    3.25286e+001    9.82054e+000    1.73899e+001    2.27081e+001    7.29400e-001
    5.61182e+003    7.22515e+002    6.99790e+002    6.89961e+002    3.25546e+001    9.82974e+000    1.74047e+001    2.27248e+001    7.31406e-001
    5.61390e+003    7.22597e+002    6.99781e+002    6.89896e+002    3.27011e+001    9.88519e+000    1.74905e+001    2.28159e+001    7.33413e-001
    5.61591e+003    7.22667e+002    6.99790e+002    6.89877e+002    3.27901e+001    9.91286e+000    1.75386e+001    2.28772e+001    7.35420e-001
    5.61799e+003    7.22743e+002    6.99827e+002    6.89794e+002    3.29483e+001    1.00329e+001    1.76714e+001    2.29154e+001    7.37426e-001
    5.62000e+003    7.22813e+002    6.99772e+002    6.89822e+002    3.29914e+001    9.94990e+000    1.76304e+001    2.30415e+001    7.39433e-001
    5.62210e+003    7.22859e+002    6.99827e+002    6.89767e+002    3.30923e+001    1.00607e+001    1.77379e+001    2.30316e+001    7.41439e-001
    5.62411e+003    7.22945e+002    6.99800e+002    6.89803e+002    3.31414e+001    9.99604e+000    1.77112e+001    2.31454e+001    7.43446e-001
    5.62619e+003    7.23047e+002    6.99753e+002    6.89785e+002    3.32616e+001    9.96835e+000    1.77327e+001    2.32932e+001    7.44449e-001
    5.62822e+003    7.23055e+002    6.99680e+002    6.89739e+002    3.33164e+001    9.94077e+000    1.77326e+001    2.33756e+001    7.46456e-001
    5.63030e+003    7.23137e+002    6.99753e+002    6.89683e+002    3.34535e+001    1.00700e+001    1.78645e+001    2.33836e+001    7.48462e-001
    5.63238e+003    7.23209e+002    6.99753e+002    6.89702e+002    3.35075e+001    1.00515e+001    1.78701e+001    2.34561e+001    7.50469e-001
    5.63441e+003    7.23256e+002    6.99726e+002    6.89693e+002    3.35629e+001    1.00331e+001    1.78764e+001    2.35298e+001    7.51472e-001
    5.63649e+003    7.23293e+002    6.99800e+002    6.89619e+002    3.36745e+001    1.01808e+001    1.80120e+001    2.34937e+001    7.53479e-001
    5.63861e+003    7.23424e+002    6.99864e+002    6.89600e+002    3.38241e+001    1.02638e+001    1.81172e+001    2.35603e+001    7.55486e-001
    5.64069e+003    7.23467e+002    6.99818e+002    6.89536e+002    3.39318e+001    1.02824e+001    1.81655e+001    2.36495e+001    7.56489e-001
    5.64268e+003    7.23550e+002    6.99707e+002    6.89563e+002    3.39870e+001    1.01440e+001    1.80917e+001    2.38431e+001    7.58495e-001
    5.64471e+003    7.23586e+002    6.99873e+002    6.89499e+002    3.40872e+001    1.03747e+001    1.82788e+001    2.37126e+001    7.59499e-001
    5.64680e+003    7.23708e+002    6.99781e+002    6.89508e+002    3.42004e+001    1.02732e+001    1.82489e+001    2.39273e+001    7.61505e-001
    5.64888e+003    7.23733e+002    6.99800e+002    6.89517e+002    3.42159e+001    1.02824e+001    1.82602e+001    2.39335e+001    7.63512e-001
    5.65091e+003    7.23802e+002    6.99735e+002    6.89434e+002    3.43678e+001    1.03010e+001    1.83233e+001    2.40668e+001    7.65519e-001
    5.65299e+003    7.23850e+002    6.99781e+002    6.89453e+002    3.43971e+001    1.03286e+001    1.83514e+001    2.40685e+001    7.67525e-001
    5.65502e+003    7.23908e+002    6.99827e+002    6.89434e+002    3.44741e+001    1.03932e+001    1.84202e+001    2.40809e+001    7.69532e-001
    5.65708e+003    7.24002e+002    6.99781e+002    6.89397e+002    3.46050e+001    1.03840e+001    1.84577e+001    2.42210e+001    7.70535e-001
    5.65918e+003    7.24043e+002    6.99744e+002    6.89314e+002    3.47289e+001    1.04302e+001    1.85297e+001    2.42987e+001    7.72542e-001
    5.66121e+003    7.24133e+002    6.99781e+002    6.89342e+002    3.47912e+001    1.04395e+001    1.85567e+001    2.43517e+001    7.74548e-001
    5.66332e+003    7.24213e+002    6.99763e+002    6.89305e+002    3.49084e+001    1.04579e+001    1.86081e+001    2.44505e+001    7.76555e-001
    5.66538e+003    7.24292e+002    6.99800e+002    6.89249e+002    3.50426e+001    1.05502e+001    1.87144e+001    2.44924e+001    7.78561e-001
    5.66741e+003    7.24353e+002    6.99735e+002    6.89249e+002    3.51041e+001    1.04857e+001    1.86918e+001    2.46184e+001    7.80568e-001
    5.66950e+003    7.24437e+002    6.99735e+002    6.89277e+002    3.51604e+001    1.04580e+001    1.86921e+001    2.47023e+001    7.81571e-001
    5.67160e+003    7.24467e+002    6.99827e+002    6.89203e+002    3.52640e+001    1.06241e+001    1.88374e+001    2.46399e+001    7.83578e-001
    5.67361e+003    7.24569e+002    6.99809e+002    6.89203e+002    3.53662e+001    1.06057e+001    1.88592e+001    2.47605e+001    7.85585e-001
    5.67569e+003    7.24609e+002    6.99790e+002    6.89157e+002    3.54525e+001    1.06334e+001    1.89064e+001    2.48192e+001    7.87591e-001
    5.67772e+003    7.24701e+002    6.99855e+002    6.89203e+002    3.54976e+001    1.06518e+001    1.89337e+001    2.48458e+001    7.88594e-001
    5.67982e+003    7.24745e+002    6.99836e+002    6.89074e+002    3.56708e+001    1.07627e+001    1.90654e+001    2.49081e+001    7.90601e-001
    5.68191e+003    7.24849e+002    6.99790e+002    6.89055e+002    3.57939e+001    1.07350e+001    1.90880e+001    2.50590e+001    7.92608e-001
    5.68390e+003    7.24878e+002    6.99809e+002    6.89055e+002    3.58224e+001    1.07535e+001    1.91098e+001    2.50689e+001    7.93611e-001
    5.68599e+003    7.25037e+002    6.99763e+002    6.89000e+002    3.60375e+001    1.07628e+001    1.91877e+001    2.52747e+001    7.95618e-001
    5.68800e+003    7.25085e+002    6.99790e+002    6.89000e+002    3.60855e+001    1.07904e+001    1.92221e+001    2.52951e+001    7.97624e-001
    5.69008e+003    7.25214e+002    6.99753e+002    6.88917e+002    3.62971e+001    1.08367e+001    1.93235e+001    2.54604e+001    7.99631e-001
    5.69211e+003    7.25210e+002    6.99800e+002    6.88917e+002    3.62935e+001    1.08828e+001    1.93530e+001    2.54107e+001    8.01637e-001
    5.69419e+003    7.25312e+002    6.99735e+002    6.88917e+002    3.63953e+001    1.08183e+001    1.93439e+001    2.55770e+001    8.02641e-001
    5.69628e+003    7.25348e+002    6.99818e+002    6.88889e+002    3.64586e+001    1.09290e+001    1.94389e+001    2.55296e+001    8.04647e-001
    5.69830e+003    7.25390e+002    6.99836e+002    6.88787e+002    3.66030e+001    1.10490e+001    1.95670e+001    2.55539e+001    8.06654e-001
    5.70038e+003    7.25482e+002    6.99800e+002    6.88834e+002    3.66488e+001    1.09660e+001    1.95269e+001    2.56828e+001    8.08660e-001
    5.70241e+003    7.25585e+002    6.99717e+002    6.88797e+002    3.67880e+001    1.09199e+001    1.95426e+001    2.58681e+001    8.09664e-001
    5.70449e+003    7.25624e+002    6.99781e+002    6.88760e+002    3.68646e+001    1.10214e+001    1.96358e+001    2.58431e+001    8.11670e-001
    5.70658e+003    7.25677e+002    6.99818e+002    6.88704e+002    3.69732e+001    1.11137e+001    1.97336e+001    2.58595e+001    8.13677e-001
    5.70861e+003    7.25774e+002    6.99763e+002    6.88667e+002    3.71063e+001    1.10953e+001    1.97656e+001    2.60109e+001    8.15684e-001
    5.71071e+003    7.25847e+002    6.99809e+002    6.88760e+002    3.70871e+001    1.10491e+001    1.97284e+001    2.60380e+001    8.16687e-001
    5.71280e+003    7.25972e+002    6.99818e+002    6.88695e+002    3.72771e+001    1.11230e+001    1.98410e+001    2.61541e+001    8.18694e-001
    5.71488e+003    7.26024e+002    6.99763e+002    6.88649e+002    3.73754e+001    1.11138e+001    1.98677e+001    2.62615e+001    8.20700e-001
    5.71691e+003    7.26103e+002    6.99735e+002    6.88630e+002    3.74726e+001    1.11046e+001    1.98939e+001    2.63680e+001    8.21703e-001
    5.71899e+003    7.26139e+002    6.99800e+002    6.88566e+002    3.75734e+001    1.12338e+001    2.00137e+001    2.63395e+001    8.23710e-001
    5.72108e+003    7.26258e+002    6.99772e+002    6.88584e+002    3.76739e+001    1.11877e+001    2.00164e+001    2.64862e+001    8.25717e-001
    5.72311e+003    7.26287e+002    6.99689e+002    6.88538e+002    3.77492e+001    1.11508e+001    2.00169e+001    2.65984e+001    8.27723e-001
    5.72519e+003    7.26379e+002    6.99846e+002    6.88501e+002    3.78780e+001    1.13446e+001    2.01891e+001    2.65334e+001    8.29730e-001
    5.72721e+003    7.26429e+002    6.99818e+002    6.88446e+002    3.79832e+001    1.13724e+001    2.02427e+001    2.66108e+001    8.31736e-001
    5.72928e+003    7.26512e+002    6.99753e+002    6.88418e+002    3.80942e+001    1.13355e+001    2.02550e+001    2.67587e+001    8.33743e-001
    5.73141e+003    7.26594e+002    6.99790e+002    6.88464e+002    3.81303e+001    1.13262e+001    2.02609e+001    2.68041e+001    8.35750e-001
    5.73349e+003    7.26715e+002    6.99707e+002    6.88464e+002    3.82508e+001    1.12432e+001    2.02457e+001    2.70076e+001    8.37756e-001
    5.73561e+003    7.26757e+002    6.99763e+002    6.88335e+002    3.84218e+001    1.14278e+001    2.04258e+001    2.69940e+001    8.39763e-001
    5.73771e+003    7.26826e+002    6.99763e+002    6.88326e+002    3.85000e+001    1.14371e+001    2.04581e+001    2.70629e+001    8.40766e-001
    5.73978e+003    7.26890e+002    6.99735e+002    6.88298e+002    3.85917e+001    1.14371e+001    2.04887e+001    2.71546e+001    8.42773e-001
    5.74191e+003    7.26966e+002    6.99781e+002    6.88289e+002    3.86776e+001    1.14925e+001    2.05542e+001    2.71851e+001    8.44779e-001
    5.74399e+003    7.27047e+002    6.99744e+002    6.88233e+002    3.88140e+001    1.15110e+001    2.06120e+001    2.73030e+001    8.46786e-001
    5.74608e+003    7.27131e+002    6.99726e+002    6.88215e+002    3.89163e+001    1.15111e+001    2.06462e+001    2.74052e+001    8.48793e-001
    5.74811e+003    7.27223e+002    6.99818e+002    6.88215e+002    3.90083e+001    1.16033e+001    2.07383e+001    2.74049e+001    8.49796e-001
    5.75019e+003    7.27251e+002    6.99790e+002    6.88150e+002    3.91008e+001    1.16402e+001    2.07937e+001    2.74606e+001    8.51802e-001
    5.75221e+003    7.27352e+002    6.99744e+002    6.88150e+002    3.92017e+001    1.15941e+001    2.07966e+001    2.76076e+001    8.53809e-001
    5.75428e+003    7.27393e+002    6.99818e+002    6.88159e+002    3.92340e+001    1.16588e+001    2.08505e+001    2.75752e+001    8.54812e-001
    5.75641e+003    7.27525e+002    6.99781e+002    6.88048e+002    3.94767e+001    1.17327e+001    2.09807e+001    2.77441e+001    8.56819e-001
    5.75849e+003    7.27590e+002    6.99781e+002    6.88058e+002    3.95326e+001    1.17235e+001    2.09932e+001    2.78091e+001    8.58826e-001
    5.76050e+003    7.27630e+002    6.99763e+002    6.88039e+002    3.95911e+001    1.17235e+001    2.10127e+001    2.78677e+001    8.60832e-001
    5.76258e+003    7.27680e+002    6.99800e+002    6.88011e+002    3.96684e+001    1.17881e+001    2.10815e+001    2.78803e+001    8.62839e-001
    5.76461e+003    7.27762e+002    6.99772e+002    6.87974e+002    3.97878e+001    1.17974e+001    2.11275e+001    2.79904e+001    8.63842e-001
    5.76671e+003    7.27822e+002    6.99846e+002    6.87938e+002    3.98845e+001    1.19081e+001    2.12335e+001    2.79764e+001    8.65849e-001
    5.76880e+003    7.27900e+002    6.99772e+002    6.87947e+002    3.99531e+001    1.18251e+001    2.12011e+001    2.81281e+001    8.67855e-001
    5.77088e+003    7.27993e+002    6.99827e+002    6.87919e+002    4.00736e+001    1.19082e+001    2.12967e+001    2.81654e+001    8.69862e-001
    5.77291e+003    7.28135e+002    6.99726e+002    6.87864e+002    4.02718e+001    1.18621e+001    2.13320e+001    2.84097e+001    8.71868e-001
    5.77499e+003    7.28202e+002    6.99753e+002    6.87836e+002    4.03659e+001    1.19175e+001    2.14003e+001    2.84484e+001    8.72872e-001
    5.77711e+003    7.28260e+002    6.99800e+002    6.87827e+002    4.04335e+001    1.19728e+001    2.14597e+001    2.84606e+001    8.74878e-001
    5.77919e+003    7.28278e+002    6.99800e+002    6.87799e+002    4.04791e+001    1.20005e+001    2.14934e+001    2.84786e+001    8.75882e-001
    5.78121e+003    7.28412e+002    6.99753e+002    6.87780e+002    4.06316e+001    1.19729e+001    2.15258e+001    2.86587e+001    8.77888e-001
    5.78330e+003    7.28482e+002    6.99717e+002    6.87734e+002    4.07474e+001    1.19822e+001    2.15706e+001    2.87652e+001    8.79895e-001
    5.78541e+003    7.28512e+002    6.99744e+002    6.87725e+002    4.07866e+001    1.20191e+001    2.16083e+001    2.87675e+001    8.80898e-001
    5.78749e+003    7.28616e+002    6.99800e+002    6.87614e+002    4.10013e+001    1.21852e+001    2.17906e+001    2.88161e+001    8.82905e-001
    5.78961e+003    7.28696e+002    6.99781e+002    6.87670e+002    4.10261e+001    1.21115e+001    2.17497e+001    2.89146e+001    8.84911e-001
    5.79169e+003    7.28762e+002    6.99855e+002    6.87642e+002    4.11204e+001    1.22129e+001    2.18488e+001    2.89075e+001    8.86918e-001
    5.79378e+003    7.28845e+002    6.99744e+002    6.87596e+002    4.12495e+001    1.21484e+001    2.18487e+001    2.91011e+001    8.88925e-001
    5.79580e+003    7.28934e+002    6.99735e+002    6.87577e+002    4.13572e+001    1.21577e+001    2.18909e+001    2.91994e+001    8.89928e-001
    5.79791e+003    7.28998e+002    6.99790e+002    6.87540e+002    4.14577e+001    1.22499e+001    2.19858e+001    2.92077e+001    8.91934e-001
    5.80000e+003    7.29082e+002    6.99836e+002    6.87522e+002    4.15596e+001    1.23145e+001    2.20629e+001    2.92452e+001    8.94944e-001
    5.80197e+003    7.29121e+002    6.99790e+002    6.87439e+002    4.16823e+001    1.23516e+001    2.21285e+001    2.93308e+001    8.95948e-001
    5.80400e+003    7.29218e+002    6.99744e+002    6.87439e+002    4.17795e+001    1.23054e+001    2.21301e+001    2.94741e+001    8.97954e-001
    5.80610e+003    7.29304e+002    6.99717e+002    6.87429e+002    4.18742e+001    1.22871e+001    2.21495e+001    2.95872e+001    9.00964e-001
    5.80811e+003    7.29397e+002    6.99818e+002    6.87429e+002    4.19678e+001    1.23885e+001    2.22483e+001    2.95793e+001    9.02971e-001
    5.81008e+003    7.29448e+002    6.99689e+002    6.87383e+002    4.20642e+001    1.23055e+001    2.22251e+001    2.97587e+001    9.04977e-001
    5.81211e+003    7.29513e+002    6.99836e+002    6.87346e+002    4.21662e+001    1.24900e+001    2.23821e+001    2.96761e+001    9.05981e-001
    5.81419e+003    7.29599e+002    6.99772e+002    6.87328e+002    4.22713e+001    1.24439e+001    2.23864e+001    2.98274e+001    9.07987e-001
    5.81621e+003    7.29685e+002    6.99763e+002    6.87226e+002    4.24585e+001    1.25363e+001    2.25104e+001    2.99222e+001    9.09994e-001
    5.81828e+003    7.29772e+002    6.99698e+002    6.87217e+002    4.25545e+001    1.24810e+001    2.25055e+001    3.00735e+001    9.12000e-001
    5.82038e+003    7.29885e+002    6.99809e+002    6.87162e+002    4.27229e+001    1.26471e+001    2.26724e+001    3.00758e+001    9.14007e-001
    5.82241e+003    7.29951e+002    6.99772e+002    6.87217e+002    4.27340e+001    1.25548e+001    2.26146e+001    3.01792e+001    9.15010e-001
    5.82449e+003    7.29996e+002    6.99827e+002    6.87115e+002    4.28810e+001    1.27118e+001    2.27682e+001    3.01692e+001    9.17017e-001
    5.82650e+003    7.30127e+002    6.99744e+002    6.87060e+002    4.30673e+001    1.26842e+001    2.28119e+001    3.03831e+001    9.19024e-001
    5.82860e+003    7.30162e+002    6.99735e+002    6.87069e+002    4.30923e+001    1.26657e+001    2.28079e+001    3.04265e+001    9.21030e-001
    5.83058e+003    7.30235e+002    6.99781e+002    6.87097e+002    4.31378e+001    1.26842e+001    2.28354e+001    3.04536e+001    9.23037e-001
    5.83261e+003    7.30277e+002    6.99818e+002    6.87051e+002    4.32264e+001    1.27672e+001    2.29203e+001    3.04592e+001    9.24040e-001
    5.83469e+003    7.30377e+002    6.99809e+002    6.86968e+002    4.34093e+001    1.28411e+001    2.30305e+001    3.05682e+001    9.26047e-001
    5.83683e+003    7.30465e+002    6.99790e+002    6.87005e+002    4.34600e+001    1.27857e+001    2.30105e+001    3.06743e+001    9.28053e-001
    5.83893e+003    7.30606e+002    6.99772e+002    6.86958e+002    4.36481e+001    1.28135e+001    2.30917e+001    3.08346e+001    9.30060e-001
    5.84100e+003    7.30634e+002    6.99763e+002    6.86912e+002    4.37215e+001    1.28504e+001    2.31408e+001    3.08711e+001    9.31063e-001
    5.84308e+003    7.30735e+002    6.99698e+002    6.86875e+002    4.38600e+001    1.28228e+001    2.31685e+001    3.10372e+001    9.33070e-001
    5.84511e+003    7.30786e+002    6.99744e+002    6.86875e+002    4.39110e+001    1.28689e+001    2.32163e+001    3.10421e+001    9.35076e-001
    5.84719e+003    7.30921e+002    6.99707e+002    6.86820e+002    4.41015e+001    1.28874e+001    2.32921e+001    3.12140e+001    9.37083e-001
    5.84928e+003    7.30930e+002    6.99781e+002    6.86792e+002    4.41379e+001    1.29890e+001    2.33719e+001    3.11489e+001    9.38086e-001
    5.85141e+003    7.31031e+002    6.99818e+002    6.86811e+002    4.42201e+001    1.30074e+001    2.34117e+001    3.12127e+001    9.40093e-001
    5.85349e+003    7.31101e+002    6.99827e+002    6.86792e+002    4.43087e+001    1.30351e+001    2.34596e+001    3.12736e+001    9.42100e-001
    5.85550e+003    7.31180e+002    6.99800e+002    6.86654e+002    4.45260e+001    1.31460e+001    2.36060e+001    3.13801e+001    9.43103e-001
    5.85760e+003    7.31231e+002    6.99846e+002    6.86691e+002    4.45400e+001    1.31551e+001    2.36167e+001    3.13849e+001    9.45109e-001
    5.85968e+003    7.31395e+002    6.99726e+002    6.86617e+002    4.47788e+001    1.31092e+001    2.36657e+001    3.16696e+001    9.47116e-001
    5.86172e+003    7.31460e+002    6.99873e+002    6.86626e+002    4.48345e+001    1.32475e+001    2.37765e+001    3.15870e+001    9.48119e-001
    5.86378e+003    7.31560e+002    6.99735e+002    6.86617e+002    4.49436e+001    1.31184e+001    2.37268e+001    3.18252e+001    9.50126e-001
    5.86593e+003    7.31604e+002    6.99781e+002    6.86607e+002    4.49965e+001    1.31738e+001    2.37814e+001    3.18228e+001    9.52133e-001
    5.86802e+003    7.31717e+002    6.99809e+002    6.86552e+002    4.51652e+001    1.32568e+001    2.38929e+001    3.19085e+001    9.54139e-001
    5.87010e+003    7.31794e+002    6.99707e+002    6.86524e+002    4.52699e+001    1.31830e+001    2.38787e+001    3.20869e+001    9.56146e-001
    5.87207e+003    7.31817e+002    6.99800e+002    6.86515e+002    4.53017e+001    1.32845e+001    2.39569e+001    3.20172e+001    9.58152e-001
    5.87421e+003    7.31983e+002    6.99735e+002    6.86460e+002    4.55238e+001    1.32755e+001    2.40249e+001    3.22483e+001    9.60159e-001
    5.87628e+003    7.32041e+002    6.99800e+002    6.86441e+002    4.56000e+001    1.33584e+001    2.41056e+001    3.22416e+001    9.62166e-001
    5.87841e+003    7.32140e+002    6.99781e+002    6.86367e+002    4.57724e+001    1.34139e+001    2.42001e+001    3.23584e+001    9.64172e-001
    5.88049e+003    7.32213e+002    6.99726e+002    6.86358e+002    4.58551e+001    1.33678e+001    2.41969e+001    3.24874e+001    9.66179e-001
    5.88258e+003    7.32301e+002    6.99753e+002    6.86266e+002    4.60354e+001    1.34878e+001    2.43370e+001    3.25476e+001    9.68185e-001
    5.88460e+003    7.32393e+002    6.99717e+002    6.86312e+002    4.60808e+001    1.34047e+001    2.42967e+001    3.26761e+001    9.70192e-001
    5.88669e+003    7.32470e+002    6.99790e+002    6.86256e+002    4.62141e+001    1.35339e+001    2.44273e+001    3.26802e+001    9.71195e-001
    5.88871e+003    7.32513e+002    6.99809e+002    6.86247e+002    4.62659e+001    1.35616e+001    2.44631e+001    3.27043e+001    9.73202e-001
    5.89080e+003    7.32615e+002    6.99790e+002    6.86219e+002    4.63958e+001    1.35709e+001    2.45125e+001    3.28249e+001    9.75208e-001
    5.89277e+003    7.32673e+002    6.99790e+002    6.86275e+002    4.63979e+001    1.35155e+001    2.44763e+001    3.28825e+001    9.77215e-001
    5.89480e+003    7.32763e+002    6.99744e+002    6.86118e+002    4.66449e+001    1.36263e+001    2.46325e+001    3.30186e+001    9.78218e-001
    5.89688e+003    7.32846e+002    6.99744e+002    6.86062e+002    4.67834e+001    1.36818e+001    2.47156e+001    3.31017e+001    9.80225e-001
    5.89891e+003    7.32944e+002    6.99809e+002    6.86090e+002    4.68538e+001    1.37187e+001    2.47637e+001    3.31352e+001    9.82232e-001
    5.90099e+003    7.33020e+002    6.99744e+002    6.86062e+002    4.69571e+001    1.36818e+001    2.47735e+001    3.32754e+001    9.84238e-001
    5.90308e+003    7.33105e+002    6.99800e+002    6.86025e+002    4.70797e+001    1.37741e+001    2.48760e+001    3.33056e+001    9.85241e-001
    5.90510e+003    7.33194e+002    6.99744e+002    6.85998e+002    4.71958e+001    1.37464e+001    2.48962e+001    3.34494e+001    9.87248e-001
    5.90719e+003    7.33318e+002    6.99772e+002    6.85988e+002    4.73293e+001    1.37834e+001    2.49654e+001    3.35458e+001    9.89255e-001
