            Time          sigma1          sigma3               u         sigma1'         sigma3'               p               q            eps1
    2.00583e+004    6.97953e+002    6.99647e+002    6.98376e+002   -4.22976e-001    1.27154e+000    7.06704e-001   -1.69452e+000    9.88865e-001
    2.00604e+004    6.97978e+002    6.99638e+002    6.98413e+002   -4.35026e-001    1.22529e+000    6.71851e-001   -1.66032e+000    9.87860e-001
    2.00625e+004    6.97947e+002    6.99684e+002    6.98339e+002   -3.92172e-001    1.34535e+000    7.66176e-001   -1.73752e+000    9.85850e-001
    2.00646e+004    6.98029e+002    6.99703e+002    6.98339e+002   -3.10224e-001    1.36375e+000    8.05756e-001   -1.67397e+000    9.84845e-001
    2.00667e+004    6.97979e+002    6.99647e+002    6.98376e+002   -3.96878e-001    1.27154e+000    7.15403e-001   -1.66842e+000    9.83840e-001
    2.00688e+004    6.97957e+002    6.99703e+002    6.98404e+002   -4.46820e-001    1.29906e+000    7.17098e-001   -1.74588e+000    9.82836e-001
    2.00709e+004    6.97945e+002    6.99703e+002    6.98367e+002   -4.21270e-001    1.33599e+000    7.50234e-001   -1.75726e+000    9.80826e-001
    2.00729e+004    6.97998e+002    6.99675e+002    6.98376e+002   -3.78038e-001    1.29918e+000    7.40108e-001   -1.67722e+000    9.79821e-001
    2.00749e+004    6.97957e+002    6.99758e+002    6.98367e+002   -4.09717e-001    1.39134e+000    7.90990e-001   -1.80106e+000    9.77811e-001
    2.00770e+004    6.98040e+002    6.99656e+002    6.98394e+002   -3.53836e-001    1.26219e+000    7.23517e-001   -1.61603e+000    9.76806e-001
    2.00790e+004    6.97935e+002    6.99712e+002    6.98394e+002   -4.59150e-001    1.31755e+000    7.25317e-001   -1.77670e+000    9.75801e-001
    2.00811e+004    6.97993e+002    6.99647e+002    6.98367e+002   -3.73124e-001    1.28071e+000    7.29434e-001   -1.65384e+000    9.73791e-001
    2.00832e+004    6.97982e+002    6.99721e+002    6.98376e+002   -3.94028e-001    1.34530e+000    7.65522e-001   -1.73933e+000    9.71781e-001
    2.00853e+004    6.97962e+002    6.99666e+002    6.98357e+002   -3.95211e-001    1.30836e+000    7.40505e-001   -1.70357e+000    9.70776e-001
    2.00874e+004    6.97933e+002    6.99703e+002    6.98339e+002   -4.05364e-001    1.36375e+000    7.74043e-001   -1.76911e+000    9.68766e-001
    2.00895e+004    6.97913e+002    6.99721e+002    6.98394e+002   -4.80833e-001    1.32679e+000    7.24249e-001   -1.80762e+000    9.66756e-001
    2.00916e+004    6.97994e+002    6.99629e+002    6.98394e+002   -4.00043e-001    1.23456e+000    6.89690e-001   -1.63460e+000    9.65751e-001
    2.00936e+004    6.97981e+002    6.99693e+002    6.98339e+002   -3.58029e-001    1.35459e+000    7.83717e-001   -1.71262e+000    9.63742e-001
    2.00956e+004    6.98018e+002    6.99712e+002    6.98348e+002   -3.30515e-001    1.36373e+000    7.98984e-001   -1.69425e+000    9.61732e-001
    2.00977e+004    6.97912e+002    6.99740e+002    6.98348e+002   -4.36113e-001    1.39145e+000    7.82265e-001   -1.82757e+000    9.59722e-001
    2.00998e+004    6.97906e+002    6.99675e+002    6.98311e+002   -4.04710e-001    1.36379e+000    7.74287e-001   -1.76850e+000    9.58717e-001
    2.01019e+004    6.97898e+002    6.99693e+002    6.98367e+002   -4.68895e-001    1.32683e+000    7.28255e-001   -1.79573e+000    9.56707e-001
    2.01040e+004    6.97940e+002    6.99703e+002    6.98367e+002   -4.26262e-001    1.33599e+000    7.48570e-001   -1.76225e+000    9.54697e-001
    2.01061e+004    6.97883e+002    6.99721e+002    6.98357e+002   -4.74675e-001    1.36372e+000    7.50922e-001   -1.83840e+000    9.52687e-001
    2.01081e+004    6.97906e+002    6.99620e+002    6.98311e+002   -4.05483e-001    1.30843e+000    7.37125e-001   -1.71391e+000    9.50677e-001
    2.01102e+004    6.97902e+002    6.99675e+002    6.98330e+002   -4.27322e-001    1.34536e+000    7.54468e-001   -1.77269e+000    9.49672e-001
    2.01123e+004    6.97994e+002    6.99712e+002    6.98357e+002   -3.62999e-001    1.35448e+000    7.81987e-001   -1.71748e+000    9.47662e-001
    2.01143e+004    6.97918e+002    6.99656e+002    6.98348e+002   -4.29835e-001    1.30838e+000    7.28972e-001   -1.73821e+000    9.45653e-001
    2.01164e+004    6.97956e+002    6.99684e+002    6.98348e+002   -3.92066e-001    1.33610e+000    7.60042e-001   -1.72816e+000    9.44648e-001
    2.01185e+004    6.97957e+002    6.99666e+002    6.98367e+002   -4.09535e-001    1.29911e+000    7.29561e-001   -1.70864e+000    9.42638e-001
    2.01206e+004    6.97956e+002    6.99684e+002    6.98339e+002   -3.83001e-001    1.34535e+000    7.69233e-001   -1.72835e+000    9.40628e-001
    2.01226e+004    6.97893e+002    6.99610e+002    6.98357e+002   -4.64787e-001    1.25301e+000    6.80408e-001   -1.71779e+000    9.39623e-001
    2.01247e+004    6.97885e+002    6.99693e+002    6.98348e+002   -4.62584e-001    1.34534e+000    7.42697e-001   -1.80792e+000    9.37613e-001
    2.01268e+004    6.97922e+002    6.99740e+002    6.98413e+002   -4.90664e-001    1.32676e+000    7.20955e-001   -1.81743e+000    9.35603e-001
    2.01289e+004    6.97917e+002    6.99730e+002    6.98320e+002   -4.03424e-001    1.40989e+000    8.05452e-001   -1.81331e+000    9.34598e-001
    2.01310e+004    6.97868e+002    6.99703e+002    6.98320e+002   -4.52627e-001    1.38217e+000    7.70570e-001   -1.83480e+000    9.32588e-001
    2.01331e+004    6.97925e+002    6.99656e+002    6.98330e+002   -4.04507e-001    1.32688e+000    7.49753e-001   -1.73139e+000    9.30578e-001
    2.01352e+004    6.97847e+002    6.99693e+002    6.98357e+002   -5.09905e-001    1.33608e+000    7.20754e-001   -1.84599e+000    9.28569e-001
    2.01372e+004    6.97908e+002    6.99776e+002    6.98339e+002   -4.30690e-001    1.43758e+000    8.14826e-001   -1.86827e+000    9.26559e-001
    2.01393e+004    6.97862e+002    6.99666e+002    6.98293e+002   -4.30531e-001    1.37305e+000    7.71858e-001   -1.80358e+000    9.24549e-001
    2.01414e+004    6.97896e+002    6.99666e+002    6.98302e+002   -4.06004e-001    1.36380e+000    7.73865e-001   -1.76980e+000    9.22539e-001
    2.01435e+004    6.97852e+002    6.99675e+002    6.98339e+002   -4.86883e-001    1.33611e+000    7.28446e-001   -1.82299e+000    9.20529e-001
    2.01456e+004    6.97890e+002    6.99730e+002    6.98339e+002   -4.48913e-001    1.39147e+000    7.78007e-001   -1.84038e+000    9.19524e-001
    2.01477e+004    6.97903e+002    6.99693e+002    6.98283e+002   -3.80029e-001    1.41003e+000    8.13342e-001   -1.79006e+000    9.17514e-001
    2.01498e+004    6.97911e+002    6.99666e+002    6.98385e+002   -4.74391e-001    1.28069e+000    6.95661e-001   -1.75508e+000    9.15504e-001
    2.01519e+004    6.97926e+002    6.99666e+002    6.98311e+002   -3.85569e-001    1.35455e+000    7.74507e-001   -1.74012e+000    9.13494e-001
    2.01540e+004    6.97865e+002    6.99638e+002    6.98274e+002   -4.09114e-001    1.36384e+000    7.72854e-001   -1.77295e+000    9.12489e-001
    2.01561e+004    6.97923e+002    6.99675e+002    6.98283e+002   -3.60401e-001    1.39155e+000    8.07564e-001   -1.75195e+000    9.10480e-001
    2.01582e+004    6.97849e+002    6.99712e+002    6.98330e+002   -4.80459e-001    1.38224e+000    7.61340e-001   -1.86270e+000    9.08470e-001
    2.01603e+004    6.97896e+002    6.99721e+002    6.98339e+002   -4.43273e-001    1.38223e+000    7.73727e-001   -1.82550e+000    9.07465e-001
    2.01624e+004    6.97886e+002    6.99629e+002    6.98302e+002   -4.15847e-001    1.32692e+000    7.45999e-001   -1.74277e+000    9.05455e-001
    2.01645e+004    6.97880e+002    6.99693e+002    6.98330e+002   -4.49466e-001    1.36384e+000    7.59407e-001   -1.81331e+000    9.03445e-001
    2.01666e+004    6.97948e+002    6.99666e+002    6.98357e+002   -4.09682e-001    1.30836e+000    7.35681e-001   -1.71804e+000    9.02440e-001
    2.01687e+004    6.97881e+002    6.99675e+002    6.98302e+002   -4.20793e-001    1.37304e+000    7.75095e-001   -1.79383e+000    9.00430e-001
    2.01708e+004    6.97866e+002    6.99675e+002    6.98348e+002   -4.82130e-001    1.32686e+000    7.23861e-001   -1.80899e+000    8.98420e-001
    2.01729e+004    6.97867e+002    6.99684e+002    6.98376e+002   -5.08590e-001    1.30842e+000    7.02750e-001   -1.81701e+000    8.96410e-001
    2.01749e+004    6.97935e+002    6.99629e+002    6.98339e+002   -4.04302e-001    1.28999e+000    7.25228e-001   -1.69430e+000    8.95405e-001
    2.01769e+004    6.97831e+002    6.99721e+002    6.98348e+002   -5.17204e-001    1.37297e+000    7.42914e-001   -1.89018e+000    8.93396e-001
    2.01790e+004    6.97861e+002    6.99693e+002    6.98320e+002   -4.59696e-001    1.37301e+000    7.62110e-001   -1.83271e+000    8.91386e-001
    2.01811e+004    6.97911e+002    6.99675e+002    6.98348e+002   -4.37378e-001    1.32686e+000    7.38778e-001   -1.76423e+000    8.89376e-001
    2.01831e+004    6.97805e+002    6.99703e+002    6.98311e+002   -5.05731e-001    1.39142e+000    7.59038e-001   -1.89715e+000    8.88371e-001
    2.01852e+004    6.97876e+002    6.99721e+002    6.98348e+002   -4.72360e-001    1.37297e+000    7.57862e-001   -1.84533e+000    8.86361e-001
    2.01873e+004    6.97914e+002    6.99620e+002    6.98311e+002   -3.97277e-001    1.30843e+000    7.39860e-001   -1.70571e+000    8.84351e-001
    2.01894e+004    6.97835e+002    6.99675e+002    6.98293e+002   -4.57582e-001    1.38229e+000    7.69001e-001   -1.83987e+000    8.82341e-001
    2.01915e+004    6.97894e+002    6.99638e+002    6.98311e+002   -4.17388e-001    1.32691e+000    7.45477e-001   -1.74430e+000    8.81336e-001
    2.01936e+004    6.97803e+002    6.99740e+002    6.98339e+002   -5.36134e-001    1.40071e+000    7.55094e-001   -1.93684e+000    8.79326e-001
    2.01957e+004    6.97803e+002    6.99666e+002    6.98385e+002   -5.81624e-001    1.28069e+000    6.59916e-001   -1.86231e+000    8.77316e-001
    2.01978e+004    6.97893e+002    6.99684e+002    6.98348e+002   -4.55558e-001    1.33610e+000    7.38878e-001   -1.79165e+000    8.75307e-001
    2.01999e+004    6.97899e+002    6.99703e+002    6.98330e+002   -4.30738e-001    1.37300e+000    7.71754e-001   -1.80374e+000    8.73297e-001
    2.02020e+004    6.97915e+002    6.99656e+002    6.98320e+002   -4.05594e-001    1.33605e+000    7.55503e-001   -1.74165e+000    8.72292e-001
    2.02041e+004    6.97871e+002    6.99666e+002    6.98385e+002   -5.14175e-001    1.28069e+000    6.82399e-001   -1.79486e+000    8.70282e-001
    2.02061e+004    6.97908e+002    6.99740e+002    6.98274e+002   -3.66619e-001    1.46531e+000    8.54669e-001   -1.83193e+000    8.68272e-001
    2.02082e+004    6.97822e+002    6.99749e+002    6.98339e+002   -5.16631e-001    1.40995e+000    7.67755e-001   -1.92658e+000    8.66262e-001
    2.02103e+004    6.97812e+002    6.99675e+002    6.98274e+002   -4.62621e-001    1.40072e+000    7.79603e-001   -1.86334e+000    8.64252e-001
    2.02124e+004    6.97788e+002    6.99721e+002    6.98320e+002   -5.32462e-001    1.40065e+000    7.56279e-001   -1.93311e+000    8.62242e-001
    2.02145e+004    6.97807e+002    6.99620e+002    6.98348e+002   -5.40736e-001    1.27150e+000    6.67421e-001   -1.81224e+000    8.61237e-001
    2.02166e+004    6.97813e+002    6.99712e+002    6.98246e+002   -4.33610e-001    1.46535e+000    8.32365e-001   -1.89896e+000    8.59227e-001
    2.02186e+004    6.97852e+002    6.99592e+002    6.98357e+002   -5.05166e-001    1.23461e+000    6.54684e-001   -1.73978e+000    8.57218e-001
    2.02207e+004    6.97815e+002    6.99647e+002    6.98330e+002   -5.14824e-001    1.31773e+000    7.06877e-001   -1.83255e+000    8.55208e-001
    2.02228e+004    6.97861e+002    6.99684e+002    6.98265e+002   -4.03625e-001    1.41921e+000    8.11598e-001   -1.82283e+000    8.53198e-001
    2.02249e+004    6.97828e+002    6.99712e+002    6.98302e+002   -4.74369e-001    1.40992e+000    7.81821e-001   -1.88429e+000    8.51188e-001
    2.02270e+004    6.97871e+002    6.99675e+002    6.98283e+002   -4.12247e-001    1.39155e+000    7.90282e-001   -1.80379e+000    8.49178e-001
    2.02291e+004    6.97756e+002    6.99712e+002    6.98302e+002   -5.46084e-001    1.40992e+000    7.57916e-001   -1.95600e+000    8.48173e-001
    2.02312e+004    6.97795e+002    6.99721e+002    6.98293e+002   -4.97952e-001    1.42841e+000    7.86289e-001   -1.92636e+000    8.46163e-001
    2.02333e+004    6.97851e+002    6.99721e+002    6.98256e+002   -4.04616e-001    1.46534e+000    8.42021e-001   -1.86996e+000    8.44153e-001
    2.02354e+004    6.97881e+002    6.99638e+002    6.98311e+002   -4.30479e-001    1.32691e+000    7.41113e-001   -1.75739e+000    8.43148e-001
    2.02375e+004    6.97886e+002    6.99703e+002    6.98339e+002   -4.52819e-001    1.36375e+000    7.58225e-001   -1.81657e+000    8.41138e-001
    2.02396e+004    6.97832e+002    6.99749e+002    6.98246e+002   -4.14285e-001    1.50231e+000    8.63447e-001   -1.91660e+000    8.39129e-001
    2.02417e+004    6.97774e+002    6.99767e+002    6.98302e+002   -5.27458e-001    1.46527e+000    8.01030e-001   -1.99273e+000    8.37119e-001
    2.02438e+004    6.97778e+002    6.99712e+002    6.98367e+002   -5.88810e-001    1.34523e+000    7.00548e-001   -1.93404e+000    8.35109e-001
    2.02458e+004    6.97786e+002    6.99693e+002    6.98311e+002   -5.24757e-001    1.38227e+000    7.46592e-001   -1.90702e+000    8.34104e-001
    2.02478e+004    6.97825e+002    6.99647e+002    6.98265e+002   -4.40019e-001    1.38233e+000    7.74882e-001   -1.82235e+000    8.32094e-001
    2.02499e+004    6.97881e+002    6.99620e+002    6.98274e+002   -3.93009e-001    1.34536e+000    7.65903e-001   -1.73837e+000    8.30084e-001
    2.02519e+004    6.97798e+002    6.99721e+002    6.98330e+002   -5.31995e-001    1.39148e+000    7.50322e-001   -1.92348e+000    8.28074e-001
    2.02539e+004    6.97806e+002    6.99730e+002    6.98256e+002   -4.49392e-001    1.47458e+000    8.33256e-001   -1.92397e+000    8.26064e-001
    2.02560e+004    6.97784e+002    6.99703e+002    6.98357e+002   -5.73817e-001    1.34524e+000    7.05554e-001   -1.91906e+000    8.25059e-001
    2.02581e+004    6.97770e+002    6.99795e+002    6.98311e+002   -5.41022e-001    1.48374e+000    8.08820e-001   -2.02476e+000    8.23049e-001
    2.02601e+004    6.97798e+002    6.99647e+002    6.98256e+002   -4.57667e-001    1.39159e+000    7.75168e-001   -1.84925e+000    8.21040e-001
    2.02622e+004    6.97815e+002    6.99767e+002    6.98348e+002   -5.33086e-001    1.41909e+000    7.68365e-001   -1.95218e+000    8.19030e-001
    2.02643e+004    6.97848e+002    6.99684e+002    6.98302e+002   -4.53582e-001    1.38228e+000    7.70326e-001   -1.83586e+000    8.17020e-001
    2.02664e+004    6.97885e+002    6.99730e+002    6.98311e+002   -4.26189e-001    1.41914e+000    8.04033e-001   -1.84533e+000    8.16015e-001
    2.02684e+004    6.97791e+002    6.99730e+002    6.98348e+002   -5.57417e-001    1.38221e+000    7.35670e-001   -1.93963e+000    8.14005e-001
    2.02705e+004    6.97853e+002    6.99610e+002    6.98330e+002   -4.76889e-001    1.28077e+000    6.94881e-001   -1.75766e+000    8.11995e-001
    2.02726e+004    6.97807e+002    6.99684e+002    6.98283e+002   -4.76813e-001    1.40079e+000    7.74920e-001   -1.87760e+000    8.10990e-001
    2.02747e+004    6.97843e+002    6.99675e+002    6.98348e+002   -5.05222e-001    1.32686e+000    7.16164e-001   -1.83208e+000    8.08980e-001
    2.02768e+004    6.97854e+002    6.99675e+002    6.98293e+002   -4.38576e-001    1.38229e+000    7.75337e-001   -1.82087e+000    8.06970e-001
    2.02789e+004    6.97766e+002    6.99721e+002    6.98246e+002   -4.80154e-001    1.47459e+000    8.23011e-001   -1.95475e+000    8.04960e-001
    2.02810e+004    6.97775e+002    6.99730e+002    6.98274e+002   -4.99122e-001    1.45607e+000    8.04341e-001   -1.95519e+000    8.03955e-001
    2.02831e+004    6.97801e+002    6.99675e+002    6.98265e+002   -4.63947e-001    1.40997e+000    7.85330e-001   -1.87392e+000    8.00941e-001
    2.02852e+004    6.97830e+002    6.99693e+002    6.98274e+002   -4.44260e-001    1.41920e+000    7.98044e-001   -1.86346e+000    7.99936e-001
    2.02873e+004    6.97813e+002    6.99601e+002    6.98293e+002   -4.79634e-001    1.30854e+000    7.12481e-001   -1.78817e+000    7.97926e-001
    2.02894e+004    6.97761e+002    6.99767e+002    6.98246e+002   -4.85360e-001    1.52071e+000    8.52020e-001   -2.00607e+000    7.95916e-001
    2.02915e+004    6.97730e+002    6.99684e+002    6.98311e+002   -5.80773e-001    1.37303e+000    7.21760e-001   -1.95380e+000    7.93906e-001
    2.02936e+004    6.97753e+002    6.99712e+002    6.98311e+002   -5.58093e-001    1.40066e+000    7.47744e-001   -1.95876e+000    7.91896e-001
    2.02956e+004    6.97754e+002    6.99721e+002    6.98256e+002   -5.01452e-001    1.46534e+000    8.09742e-001   -1.96679e+000    7.89886e-001
    2.02977e+004    6.97772e+002    6.99740e+002    6.98256e+002   -4.83868e-001    1.48382e+000    8.27924e-001   -1.96769e+000    7.87876e-001
    2.02998e+004    6.97787e+002    6.99712e+002    6.98265e+002   -4.78283e-001    1.44685e+000    8.05136e-001   -1.92513e+000    7.85866e-001
    2.03018e+004    6.97822e+002    6.99666e+002    6.98283e+002   -4.61832e-001    1.38231e+000    7.67594e-001   -1.84414e+000    7.84862e-001
    2.03038e+004    6.97779e+002    6.99740e+002    6.98330e+002   -5.50435e-001    1.40996e+000    7.56496e-001   -1.96040e+000    7.82852e-001
    2.03059e+004    6.97788e+002    6.99693e+002    6.98219e+002   -4.31155e-001    1.47463e+000    8.39370e-001   -1.90579e+000    7.81847e-001
    2.03080e+004    6.97799e+002    6.99638e+002    6.98302e+002   -5.03356e-001    1.33616e+000    7.22990e-001   -1.83952e+000    7.79837e-001
    2.03101e+004    6.97755e+002    6.99703e+002    6.98246e+002   -4.91626e-001    1.45611e+000    8.06866e-001   -1.94774e+000    7.77827e-001
    2.03122e+004    6.97732e+002    6.99703e+002    6.98265e+002   -5.32848e-001    1.43761e+000    7.80788e-001   -1.97045e+000    7.75817e-001
    2.03143e+004    6.97755e+002    6.99703e+002    6.98228e+002   -4.73266e-001    1.47462e+000    8.25324e-001   -1.94789e+000    7.74812e-001
    2.03163e+004    6.97775e+002    6.99712e+002    6.98246e+002   -4.71721e-001    1.46535e+000    8.19662e-001   -1.93707e+000    7.72802e-001
    2.03184e+004    6.97767e+002    6.99629e+002    6.98330e+002   -5.62924e-001    1.29925e+000    6.78523e-001   -1.86217e+000    7.70792e-001
    2.03204e+004    6.97805e+002    6.99712e+002    6.98265e+002   -4.60216e-001    1.44685e+000    8.11158e-001   -1.90706e+000    7.69787e-001
    2.03224e+004    6.97804e+002    6.99684e+002    6.98293e+002   -4.88148e-001    1.39153e+000    7.64973e-001   -1.87968e+000    7.67777e-001
    2.03245e+004    6.97837e+002    6.99675e+002    6.98228e+002   -3.90927e-001    1.44698e+000    8.34346e-001   -1.83791e+000    7.65768e-001
    2.03266e+004    6.97759e+002    6.99684e+002    6.98256e+002   -4.96652e-001    1.42846e+000    7.86758e-001   -1.92511e+000    7.63758e-001
    2.03287e+004    6.97701e+002    6.99758e+002    6.98330e+002   -6.28358e-001    1.42836e+000    7.42786e-001   -2.05672e+000    7.61748e-001
    2.03308e+004    6.97709e+002    6.99703e+002    6.98302e+002   -5.93187e-001    1.40068e+000    7.36055e-001   -1.99386e+000    7.59738e-001
    2.03329e+004    6.97868e+002    6.99684e+002    6.98200e+002   -3.32172e-001    1.48390e+000    8.78542e-001   -1.81607e+000    7.57728e-001
    2.03350e+004    6.97774e+002    6.99629e+002    6.98320e+002   -5.46889e-001    1.30842e+000    6.89981e-001   -1.85530e+000    7.56723e-001
    2.03370e+004    6.97785e+002    6.99684e+002    6.98302e+002   -5.16882e-001    1.38228e+000    7.49226e-001   -1.89916e+000    7.54713e-001
    2.03391e+004    6.97754e+002    6.99730e+002    6.98274e+002   -5.20482e-001    1.45607e+000    7.97221e-001   -1.97656e+000    7.52703e-001
    2.03412e+004    6.97793e+002    6.99638e+002    6.98311e+002   -5.17724e-001    1.32691e+000    7.12031e-001   -1.84463e+000    7.51698e-001
    2.03432e+004    6.97720e+002    6.99786e+002    6.98311e+002   -5.91212e-001    1.47450e+000    7.85930e-001   -2.06571e+000    7.49688e-001
    2.03452e+004    6.97835e+002    6.99638e+002    6.98256e+002   -4.21003e-001    1.38235e+000    7.81229e-001   -1.80335e+000    7.47679e-001
    2.03473e+004    6.97751e+002    6.99684e+002    6.98265e+002   -5.14277e-001    1.41921e+000    7.74714e-001   -1.93349e+000    7.46674e-001
    2.03494e+004    6.97778e+002    6.99666e+002    6.98228e+002   -4.49795e-001    1.43774e+000    8.08563e-001   -1.88754e+000    7.44664e-001
    2.03515e+004    6.97745e+002    6.99675e+002    6.98265e+002   -5.19543e-001    1.40997e+000    7.66798e-001   -1.92951e+000    7.42654e-001
    2.03536e+004    6.97786e+002    6.99693e+002    6.98219e+002   -4.33150e-001    1.47463e+000    8.38705e-001   -1.90778e+000    7.40644e-001
    2.03556e+004    6.97758e+002    6.99684e+002    6.98256e+002   -4.97824e-001    1.42846e+000    7.86367e-001   -1.92629e+000    7.39639e-001
    2.03576e+004    6.97780e+002    6.99684e+002    6.98210e+002   -4.29113e-001    1.47465e+000    8.40059e-001   -1.90376e+000    7.37629e-001
    2.03597e+004    6.97786e+002    6.99647e+002    6.98274e+002   -4.87806e-001    1.37308e+000    7.52784e-001   -1.86089e+000    7.35619e-001
    2.03618e+004    6.97744e+002    6.99666e+002    6.98237e+002   -4.93522e-001    1.42849e+000    7.87819e-001   -1.92201e+000    7.33609e-001
    2.03638e+004    6.97787e+002    6.99601e+002    6.98283e+002   -4.96142e-001    1.31779e+000    7.13148e-001   -1.81393e+000    7.31599e-001
    2.03659e+004    6.97721e+002    6.99749e+002    6.98246e+002   -5.25202e-001    1.50231e+000    8.26475e-001   -2.02752e+000    7.29590e-001
    2.03680e+004    6.97761e+002    6.99656e+002    6.98200e+002   -4.39278e-001    1.45618e+000    8.24359e-001   -1.89546e+000    7.28585e-001
    2.03701e+004    6.97717e+002    6.99776e+002    6.98237e+002   -5.19723e-001    1.53920e+000    8.52895e-001   -2.05893e+000    7.26575e-001
    2.03721e+004    6.97780e+002    6.99684e+002    6.98228e+002   -4.48168e-001    1.45622e+000    8.21426e-001   -1.90439e+000    7.24565e-001
    2.03742e+004    6.97713e+002    6.99666e+002    6.98163e+002   -4.50372e-001    1.50235e+000    8.51441e-001   -1.95272e+000    7.22555e-001
    2.03763e+004    6.97812e+002    6.99703e+002    6.98265e+002   -4.52585e-001    1.43761e+000    8.07542e-001   -1.89019e+000    7.20545e-001
    2.03784e+004    6.97756e+002    6.99730e+002    6.98256e+002   -4.99833e-001    1.47458e+000    8.16442e-001   -1.97441e+000    7.19540e-001
    2.03805e+004    6.97773e+002    6.99666e+002    6.98210e+002   -4.36453e-001    1.45617e+000    8.25292e-001   -1.89262e+000    7.17530e-001
    2.03825e+004    6.97716e+002    6.99666e+002    6.98330e+002   -6.13120e-001    1.33612e+000    6.86375e-001   -1.94924e+000    7.16525e-001
    2.03846e+004    6.97808e+002    6.99675e+002    6.98219e+002   -4.10608e-001    1.45615e+000    8.33899e-001   -1.86676e+000    7.14515e-001
    2.03866e+004    6.97753e+002    6.99656e+002    6.98265e+002   -5.12289e-001    1.39149e+000    7.56896e-001   -1.90378e+000    7.12506e-001
    2.03887e+004    6.97773e+002    6.99638e+002    6.98210e+002   -4.36886e-001    1.42853e+000    8.06724e-001   -1.86541e+000    7.11501e-001
    2.03908e+004    6.97698e+002    6.99749e+002    6.98228e+002   -5.30325e-001    1.52082e+000    8.37105e-001   -2.05115e+000    7.09491e-001
    2.03928e+004    6.97720e+002    6.99776e+002    6.98228e+002   -5.07652e-001    1.54846e+000    8.63088e-001   -2.05611e+000    7.07481e-001
    2.03949e+004    6.97766e+002    6.99675e+002    6.98228e+002   -4.61706e-001    1.44698e+000    8.10753e-001   -1.90869e+000    7.05471e-001
    2.03970e+004    6.97735e+002    6.99693e+002    6.98210e+002   -4.74738e-001    1.48389e+000    8.31011e-001   -1.95862e+000    7.03461e-001
    2.03991e+004    6.97727e+002    6.99749e+002    6.98237e+002   -5.09801e-001    1.51157e+000    8.37778e-001   -2.02137e+000    7.01451e-001
    2.04012e+004    6.97723e+002    6.99721e+002    6.98210e+002   -4.86113e-001    1.51152e+000    8.45644e-001   -1.99764e+000    6.99441e-001
    2.04032e+004    6.97791e+002    6.99610e+002    6.98200e+002   -4.09513e-001    1.41006e+000    8.03536e-001   -1.81957e+000    6.98436e-001
    2.04052e+004    6.97698e+002    6.99703e+002    6.98283e+002   -5.85348e-001    1.41918e+000    7.51006e-001   -2.00453e+000    6.96426e-001
    2.04073e+004    6.97810e+002    6.99721e+002    6.98228e+002   -4.18013e-001    1.49310e+000    8.56062e-001   -1.91111e+000    6.94417e-001
    2.04094e+004    6.97752e+002    6.99712e+002    6.98237e+002   -4.85250e-001    1.47461e+000    8.21321e-001   -1.95986e+000    6.92407e-001
    2.04114e+004    6.97724e+002    6.99647e+002    6.98136e+002   -4.11658e-001    1.51171e+000    8.70589e-001   -1.92337e+000    6.91402e-001
    2.04135e+004    6.97685e+002    6.99749e+002    6.98219e+002   -5.33476e-001    1.52999e+000    8.42168e-001   -2.06347e+000    6.89392e-001
    2.04156e+004    6.97773e+002    6.99675e+002    6.98228e+002   -4.55036e-001    1.44698e+000    8.12977e-001   -1.90202e+000    6.87382e-001
    2.04177e+004    6.97722e+002    6.99666e+002    6.98145e+002   -4.22707e-001    1.52085e+000    8.73001e-001   -1.94356e+000    6.85372e-001
    2.04197e+004    6.97693e+002    6.99703e+002    6.98246e+002   -5.53130e-001    1.45611e+000    7.86365e-001   -2.00924e+000    6.84367e-001
    2.04218e+004    6.97736e+002    6.99656e+002    6.98228e+002   -4.91826e-001    1.42850e+000    7.88393e-001   -1.92033e+000    6.82357e-001
    2.04239e+004    6.97808e+002    6.99656e+002    6.98246e+002   -4.38741e-001    1.41000e+000    7.93750e-001   -1.84874e+000    6.80347e-001
    2.04260e+004    6.97691e+002    6.99712e+002    6.98228e+002   -5.37350e-001    1.48386e+000    8.10123e-001   -2.02121e+000    6.79342e-001
    2.04280e+004    6.97719e+002    6.99675e+002    6.98228e+002   -5.08691e-001    1.44698e+000    7.95092e-001   -1.95567e+000    6.77332e-001
    2.04301e+004    6.97693e+002    6.99675e+002    6.98182e+002   -4.89019e-001    1.49317e+000    8.32437e-001   -1.98218e+000    6.75323e-001
    2.04322e+004    6.97677e+002    6.99620e+002    6.98191e+002   -5.13657e-001    1.42855e+000    7.81151e-001   -1.94221e+000    6.74318e-001
    2.04343e+004    6.97666e+002    6.99703e+002    6.98246e+002   -5.80140e-001    1.45611e+000    7.77362e-001   -2.03625e+000    6.72308e-001
    2.04364e+004    6.97679e+002    6.99656e+002    6.98265e+002   -5.86371e-001    1.39149e+000    7.32202e-001   -1.97786e+000    6.70298e-001
    2.04385e+004    6.97702e+002    6.99684e+002    6.98219e+002   -5.17195e-001    1.46539e+000    8.04530e-001   -1.98259e+000    6.68288e-001
    2.04406e+004    6.97694e+002    6.99712e+002    6.98237e+002   -5.43134e-001    1.47461e+000    8.02026e-001   -2.01774e+000    6.66278e-001
    2.04427e+004    6.97704e+002    6.99675e+002    6.98191e+002   -4.87152e-001    1.48391e+000    8.26891e-001   -1.97106e+000    6.64268e-001
